ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
se-ss024-jerry2016e-1,[ Introduction],introduction,,"Today is August 25, 2016. This is Diana and I'm with Samuel Jerry, who's going to sing Ause Ur, ngämlle a sokpa de yazgi.",,se-ss024-jerry2016e,1,,kit,,0,,16350,"Today is August 25, 2016. This is Diana and I'm with Samuel Jerry, who's going to sing Ause Ur, ngämlle a sokpa de yazgi.",,,0b1bdca3-dd35-4319-9351-36df8201d11c,,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,,,1,,[Introduction],
se-ss024-jerry2016e-2,"Ause Ur, Ause Ur",ause	Ur	ause	Ur,old_woman	toponym	old_woman	toponym,"Old lady Ur, Old lady Ur [Old man Kidarga's mother]",n.	pn.	n.	pn.,se-ss024-jerry2016e,2,,kit,,16350,ause	Ur	ause	Ur,19550,"Old lady Ur, Old lady Ur [Old man Kidarga's mother]",old woman	toponym	old woman	toponym,,4aa9a07e-a4ef-4aa9-a58e-d324ec1845b3,,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,n.	pn.	n.	pn.,n.	pn.	n.	pn.,2,,"Ause Ur, Ause Ur",
se-ss024-jerry2016e-3,Ngämlle a sokpa de yazgi a,ngämlle=a	sokpa=de	y-a-zgi=a,1SG.DAT=VOC	cigarette=ACC	VEN-RT_EXT-wrap_up=VOC,Wrap a cigarette and bring it to me.,pron.	d. cl.	n.	n. cl.	vt.	d. cl.,se-ss024-jerry2016e,3,,kit,	a-voc		de-acc		a-voc,19550,ngämlle=a	sokpa=de	i-a-zigae=a,23050,Wrap a cigarette and bring it to me.,1.sg.dat		cigarette		wrap.fut.ven.2sgA>3sgP	,,d5c84ff5-b8e8-4198-98a4-d4f93f2a07ee,				11	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,pers. pron.	d. cl.	n.	n. cl.	v.:Patient-v.:Patient-vt.  (V)	d. cl.,pron.	d. cl.	n.	n. cl.	vt.	d. cl.,3,,Ngämlle a sokpa de yazgi a,
se-ss024-jerry2016e-4,Yazgi a,y-a-zgi=a,VEN-RT_EXT-wrap_up=VOC,Wrap it and bring it.,vt.	d. cl.,se-ss024-jerry2016e,4,,kit,	a-voc,23050,i-a-zigae=a,24850,Wrap it and bring it.,wrap.fut.ven.2sgA>3sgP	,,33ab4e8a-11f6-46dc-9752-2e535c56a5b1,11	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,v.:Patient-v.:Patient-vt.  (V)	d. cl.,vt.	d. cl.,4,,Yazgi a,
se-ss024-jerry2016e-5,O ngämo llɨg a ngämlle,o	ngämo	llɨg=a	ngämlle,oh	1SG.POSS	boy=VOC	1SG.DAT,"Oh, my child, I",interj.	pron.	n.	d. cl.	pron.,se-ss024-jerry2016e,5,,kit,			a-voc	,24850,o	ngämo	llɨg=a	ngämlle,27850,"Oh, my child, I",oh	1.sg.poss	boy		1.sg.dat,,c959bcb2-fdd0-4497-9e65-185185048a7b,3				,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,interj.	pers. pron.	n.	d. cl.	pers. pron.,interj.	pron.	n.	d. cl.	pron.,5,,O ngämo llɨg a ngämlle,
se-ss024-jerry2016e-6,Sokpa da ddone dan.,sokpa=da	ddone	da=n,tobacco=NOM	NEG	MED.DEM=COP.PRS.SG,don't have any tobacco.,n.	n. cl.	neg. ptcl.	cop.	v. cl.,se-ss024-jerry2016e,6,,kit,	da-nom			,27850,sokpa=da	ddone	da=n,30050,don't have any tobacco.,tobacco		not	cop.prs.sgS	,,62cb64ec-09ae-43ac-a4f6-e214bfc62858,	1		4	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,n.	n. cl.	neg. ptcl.	nom. dem.	v. cl.,n.	n. cl.	neg. ptcl.	cop.	v. cl.,6,,Sokpa da ddone dan.,
se-ss024-jerry2016e-7,"Ai dan a, bänene yazgi a.",ai	da=n=a	bänene	y-a-zgi=a,good	MED.DEM=COP.PRS.SG=VOC	2SG.ABL_POSS	VEN-RT_EXT-wrap_up=VOC,"That's okay, wrap me yours.",adj.	cop.	v. cl.	d. cl.	pers. pron.	vt.	d. cl.,se-ss024-jerry2016e,7,,kit,			a-voc			a-voc,30050,ai	da=n=a	bänene	i-a-zigae=a,33850,"That's okay, wrap me yours.",good	cop.prs.sgS			2.sg.abl.poss	wrap.fut.ven.2sgA>3sgP	,,a9dfa2ab-ef53-4d4b-849b-9fcee666a6aa,1	4				11	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,mod.	nom. dem.	v. cl.	d. cl.	pers. pron.	v.:Patient-v.:Patient-vt.  (V)	d. cl.,adj.	cop.	v. cl.	d. cl.	pers. pron.	vt.	d. cl.,7,,"Ai dan a, bänene yazgi a.",
se-ss024-jerry2016e-8,"Ause Ur, Ause Ur",ause	Ur	ause	Ur,old_woman	toponym	old_woman	toponym,"Old lady Ur, Old lady Ur [Old man Kidarga's mother]",n.	pn.	n.	pn.,se-ss024-jerry2016e,8,,kit,,33850,ause	Ur	ause	Ur,37250,"Old lady Ur, Old lady Ur [Old man Kidarga's mother]",old woman	toponym	old woman	toponym,,e7321415-f2e1-43e7-8b3d-73de432f9a85,,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,n.	pn.	n.	pn.,n.	pn.	n.	pn.,8,,"Ause Ur, Ause Ur",
se-ss024-jerry2016e-9,"Ngämlle a sokpa de yazgi a, yazgi a,",ngämlle=a	sokpa=de	y-a-zgi=a	y-a-zgi=a,1SG.DAT=VOC	cigarette=ACC	VEN-RT_EXT-wrap_up=VOC	VEN-RT_EXT-wrap_up=VOC,Wrap a cigarette and bring it to me.,pron.	d. cl.	n.	n. cl.	vt.	d. cl.	vt.	d. cl.,se-ss024-jerry2016e,9,,kit,	a-voc		de-acc		a-voc		a-voc,37250,ngämlle=a	sokpa=de	i-a-zigae=a	i-a-zigae=a,42550,Wrap a cigarette and bring it to me.,1.sg.dat		cigarette		wrap.fut.ven.2sgA>3sgP		wrap.fut.ven.2sgA>3sgP	,,deb2bf50-e79a-40af-af68-89359de7f06d,				11		11	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,pers. pron.	d. cl.	n.	n. cl.	v.:Patient-v.:Patient-vt.  (V)	d. cl.	v.:Patient-v.:Patient-vt.  (V)	d. cl.,pron.	d. cl.	n.	n. cl.	vt.	d. cl.	vt.	d. cl.,9,,"Ngämlle a sokpa de yazgi a, yazgi a,",
se-ss024-jerry2016e-10,O ngämo llɨg a ngämlle,o	ngämo	llɨg=a	ngämlle,oh	1SG.POSS	boy=VOC	1SG.DAT,"Oh, my child, I",interj.	pron.	n.	d. cl.	pron.,se-ss024-jerry2016e,10,,kit,			a-voc	,42550,o	ngämo	llɨg=a	ngämlle,45450,"Oh, my child, I",oh	1.sg.poss	boy		1.sg.dat,,8b3bd241-1deb-4f71-8e6d-b7c806205b7e,3				,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,interj.	pers. pron.	n.	d. cl.	pers. pron.,interj.	pron.	n.	d. cl.	pron.,10,,O ngämo llɨg a ngämlle,
se-ss024-jerry2016e-11,Sokpa da ddone dan.,sokpa=da	ddone	da=n,tobacco=NOM	NEG	MED.DEM=COP.PRS.SG,don't have any tobacco.,n.	n. cl.	neg. ptcl.	cop.	v. cl.,se-ss024-jerry2016e,11,,kit,	da-nom			,45450,sokpa=da	ddone	da=n,47550,don't have any tobacco.,tobacco		not	cop.prs.sgS	,,c21c53f5-daff-4cd5-806e-30a61320c9a1,	1		4	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,n.	n. cl.	neg. ptcl.	nom. dem.	v. cl.,n.	n. cl.	neg. ptcl.	cop.	v. cl.,11,,Sokpa da ddone dan.,
se-ss024-jerry2016e-12,"Ai dan a, bänene yazgi a.",ai	da=n=a	bänene	y-a-zgi=a,good	MED.DEM=COP.PRS.SG=VOC	2SG.ABL_POSS	VEN-RT_EXT-wrap_up=VOC,"That's okay, wrap me yours.",adj.	cop.	v. cl.	d. cl.	pers. pron.	vt.	d. cl.,se-ss024-jerry2016e,12,,kit,			a-voc			a-voc,47550,ai	da=n=a	bänene	i-a-zigae=a,52150,"That's okay, wrap me yours.",good	cop.prs.sgS			2.sg.abl.poss	wrap.fut.ven.2sgA>3sgP	,,5fed0cd4-4f9b-480f-8d21-acca2a8e8259,1	4				11	,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,mod.	nom. dem.	v. cl.	d. cl.	pers. pron.	v.:Patient-v.:Patient-vt.  (V)	d. cl.,adj.	cop.	v. cl.	d. cl.	pers. pron.	vt.	d. cl.,12,,"Ai dan a, bänene yazgi a.",
se-ss024-jerry2016e-13,...,,,,,se-ss024-jerry2016e,13,,kit,,52150,,53560,,,,5503c939-71d5-48cc-aa36-f3665657be54,,,bb8a9423-6f15-4c9f-b03a-3e16f2fb56f1,,,13,,...,
