ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-pn001-kidarga2016-1-1,"Ngattong ngattong täräp me, Däräng a wa Baet a mer abal nag dagwaeya.",ngattong	ngattong	täräp=me	däräng=a	wa	baet=a	mer	abal	nag	da=gwaeya,first	first	time=LOC	dog=NOM	and	cuscus=NOM	good	very	friend	MED.DEM=COP.PST.DU,"In the very beginning, Dog and Cuscus were very good friends.",ord. num.	ord. num.	n.	n. cl.	n.	n. cl.	conj.	n.	n. cl.	adj.	adj.	n.	cop.	v. cl.,we-pn001-kidarga2016,1,1,kit,			me-loc		a-nom			a-nom					,,ngattong	ngattong	täräp=me	däräng=da	a	baet=da	mer	abal	nag	da=gwaeya,,"In the very beginning, Dog and Cuscus were very good friends.",first	first	time		dog		and	cuscus		good	very	friend	cop.pst.duS	,,6253baa3-1136-4de3-bfa5-6811db118bb5,		1			1			1	1			4	,,,ord. num.	ord. num.	n.	n. cl.	n.	n. cl.	coord.	n.	n. cl.	mod.	adv.	kin.	nom. dem.	v. cl.,ord. num.	ord. num.	n.	n. cl.	n.	n. cl.	conj.	n.	n. cl.	adj.	adj.	n.	cop.	v. cl.,1.1,,"Ngattong ngattong täräp me, Däräng a wa Baet a mer abal nag dagwaeya. ",
we-pn001-kidarga2016-1-2,Oba tämamae ttoen bällam ngasnen a eragwaeya llame dagwaeya.,oba	tämamae	ttoen	bällam	ngas-nen=a	era=gwaeya	llame	da=gwaeya,3NSG.POSS	all	thing	every	do-I.PL=NOM	which=COP.PST.DU	together	MED.DEM=COP.PST.DU,They did everything together.,pers. pron.	quant.	n.	quant.	v.	n. cl.	cop.	v. cl.	adj.	cop.	v. cl.,we-pn001-kidarga2016,1,2,kit,					a-nom					,,oba	tämamae	ttoen	bällam	ngasnges-nen=da	era=gwaeya	llame	da=gwaeya,,They did everything together.,3NSG.POSS	all	thing	every	do-pl		cop.where.pst.duS		together	cop.pst.duS	,,6fd98513-466e-475d-9f3e-7ccb5e8ead6e,1					1				4	,,,pers. pron.	quant.	n.	quant.	vt.  (I)-v.:Plurpersonal	n. cl.	rel. pron.	v. cl.	adv.	nom. dem.	v. cl.,pers. pron.	quant.	n.	quant.	v.	n. cl.	cop.	v. cl.	adj.	cop.	v. cl.,1.2,,Oba tämamae ttoen bällam ngasnen a eragwaeya llame dagwaeya. ,
we-pn001-kidarga2016-1-3,"Ada otät yagnen, ine ma deyarallo, tatu ma llameae deyarallo a ddob ako e ttoen de dangesnegneyo eragwaeya llameae.",ada	otät	yag-nen	ine=ma	d-ey-a-r-allo	tatu=ma	llame=ae	d-ey-a-r-allo	a	ddob	ako	e	ttoen=de	d-a-nges-neg-n-eyo	era=gwaeya	llame=ae,like_this	food	search-I.PL	water=CHAR	REM-DUS-RT_EXT-go-HAB.NSGA	bathe=CHAR	together=ADV	REM-DUS-RT_EXT-go-HAB.NSGA	and	other	also	which	thing=ACC	REM-RT_EXT-do-DU>PL-IPFV-REM.3NSGA	which=COP.PST.DU	together=ADV,"Like looking for food, getting water, going to wash were all together, and everything else they did together.",adv.	n.	v.	n.	cl.	vi.	v.	cl.	adv.	cl.	vi.	conj.	adj.	adv.	rel. pron.	n.	n. cl.	vt.	cop.	v. cl.	adv.	cl.,we-pn001-kidarga2016,1,3,kit,				ma-char			ma-char									de-acc					,,ada	otät	yagyeg-nen	ine=ma	d-y-a-ibi-allo	tatu=ma	llame=ae	d-y-a-ibi-allo	a	ddob	ako	e	ttoen=de	d-a-ngasnges-neg-ne-eyo	era=gwaeya	llame=ae,,"Like looking for food, getting water, going to wash were all together, and everything else they did together.",like this	food	search-pl	water		go.rem.hab.3duS	wash		together		go.rem.hab.3duS	and	other	also	which	thing		do.rem.npfv.3duA>3plP	cop.where.pst.duS		together	,,b8ba2c60-22a9-403d-991f-8b3e54baa44b,					12				2	12				2			1				2,,,m. dem	n.	vt.  (I)-v.:Plurpersonal	n.	cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:Any	covi. & covt.	cl.	adv.	cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:Any	coord.	det.	disc. ptcl.	rel. pron.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:Plurpersonal-v.:(Aspect)-v.:TAM+Agent	rel. pron.	v. cl.	adv.	cl.,adv.	n.	v.	n.	cl.	vi.	v.	cl.	adv.	cl.	vi.	conj.	adj.	adv.	rel. pron.	n.	n. cl.	vt.	cop.	v. cl.	adv.	cl.,1.3,,"Ada otät yagnen, ine ma deyarallo, tatu ma llameae deyarallo a ddob ako e ttoen de dangesnegneyo eragwaeya llameae. ",
we-pn001-kidarga2016-1-4,Oba mokowang abal ttoen a ngasnges ma da eragwaeya tongoenen daeyag.,oba	moko=wang	abal	ttoen=a	ngas~nges=ma=da	era=gwaeya	tongoe-nen	da=aeyag,3NSG.POSS	desire=ATR	very	thing=NOM	INF~do=ACT_NZ=NOM	which=COP.PST.DU	play-I.PL	MED.DEM=COP.PST.SG,Their favorite thing to do was play.,pers. pron.	adj.	cl.	adj.	n.	n. cl.	vt.	v. cl.	n. cl.	cop.	v. cl.	v.	cop.	v. cl.,we-pn001-kidarga2016,1,4,kit,					a-nom		ma-act-nz	da-nom					,,oba	moko=ang	abal	ttoen=da	RED~ngasnges=ma=da	era=gwaeya	tongoe-nen	da=aeya,,Their favorite thing to do was play.,3NSG.POSS	favorite		very	thing		do			cop.where.pst.duS		play-pl	cop.pst.sgS	,,a6fd365a-83a8-4ee4-85fb-2dcb3c7ff94c,1					1	3		1				4	,,,pers. pron.	n.	cl.	adv.	n.	n. cl.	v.:Anyvt.  (I)	v. cl.	n. cl.	rel. pron.	v. cl.	vt.  (V)-v.:Plurpersonal	nom. dem.	v. cl.,pers. pron.	adj.	cl.	adj.	n.	n. cl.	vt.	v. cl.	n. cl.	cop.	v. cl.	v.	cop.	v. cl.,1.4,,Oba mokowang abal ttoen a ngasnges ma da eragwaeya tongoenen daeyag. ,						+***							+dial. var. of
we-pn001-kidarga2016-1-5,Ddobae togotogol tongoe kämang dagwaeya.,ddobae	togotogol	tongoe	käm=ang	da=gwaeya,very	hidehide	play	love=ATR	MED.DEM=COP.PST.DU,‎‎They loved to play hide-and-seek.,adj.	n.	v.	n.	cl.	cop.	v. cl.,we-pn001-kidarga2016,1,5,kit,,,ddobae	togoltogol	tongoe	käm=ang	da=gwaeya,,‎‎They loved to play hide-and-seek.,very	hide-and-seek	play	love-agt		cop.pst.duS	,,b7a7d5b4-04d5-4c9e-b997-cab5cd855448,			3		4	,,,adv.	vt.  (II)vt.  (II)	vt.  (V)	n.	cl.	nom. dem.	v. cl.,adj.	n.	v.	n.	cl.	cop.	v. cl.,1.5,,Ddobae togotogol tongoe kämang dagwaeya.,
we-pn001-kidarga2016-2-1,Ttongo ag me yäbäd a mermer abal gogezänän.,ttongo	ag=me	yäbäd=a	mer~mer	abal	g-o-gez-än-än,a	morning=LOC	sun=NOM	ADV~good	very	REM-RT_EXT-come_out-II.NPL-REM.3SGS,"One morning, the sun was shining very well.",indefinite article	n.	n. cl.	n.	n. cl.	adv.	adj.	vi.,we-pn001-kidarga2016,2,1,kit,		me-loc		a-nom			,,ttongo	ag=me	yäbäd=da	mermer	abal	g-o-gazen-n-än,,"One morning, the sun was shining very well.",a	morning		sun		properly	very	come.out.rem.3sgS,,920738ae-1edb-48af-b038-5d1e2f0b844e,1				1	11		,,,indefinite article	n.	n. cl.	n.	n. cl.	???>adv.mod.	adv.	v.:TM + Patient-vi.:Any-vt.  (II)-v.:Any-v.:TAM+Agent,indefinite article	n.	n. cl.	n.	n. cl.	adv.	adj.	vi.,2.1,,Ttongo ag me yäbäd a mermer abal gogezänän. ,
we-pn001-kidarga2016-2-2,"Wel a mermerangae deyapdoenän, a yäbäd a ade daramdaramang gogän.",wel=a	mer~mer=ang=ae	d-ey-a-pdoe-n-än	a	yäbäd=a	ade	daram~dar-am=ang	g-o-g-än,wind=NOM	ADV~good=ATR=ADV	REM-VEN-RT_EXT-blow-IPFV-REM.3SGS	and	sun=NOM	also	ADV~shine_brightly-IV.NPL=ATR	REM-RT_EXT-AUX-REM.3SGS,The wind was blowing well and the sun was shining brightly.,n.	n. cl.	adv.	cl.	cl.	vi.	conj.	n.	n. cl.	adv.	adj.	cl.	aux.,we-pn001-kidarga2016,2,2,kit,	a-nom							a-nom				,,wel=da	mermer=ang=ae	d-i-a-pädoe-ne-än	a	yäbäd=da	ade	RED~daram-am=ang	g-o-g-än,,The wind was blowing well and the sun was shining brightly.,wind		properly			blow.rem.npfv.ven.3sgS	and	sun		also	shining brightly		aux.rem.3sgS,,c9a536d6-4d01-46a9-84a2-48398e7ee396,	1	11		2	11			1		22		,,,n.	n. cl.	???>adv.mod.	cl.	cl.	v.:TM + Patient-v.:Patient-v.:Patient-vt.  (V)-v.:(Aspect)-v.:TAM+Agent	coord.	n.	n. cl.	adv.	???>adv.v.  (IV)-v.:Any	cl.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent,n.	n. cl.	adv.	cl.	cl.	vi.	conj.	n.	n. cl.	adv.	adj.	cl.	aux.,2.2,,"Wel a mermerangae deyapdoenän, a yäbäd a ade daramdaramang gogän. ",										+fr. var. of		
we-pn001-kidarga2016-2-3,Baet käsre däräng bom togotogol tongoe e ada ka gänyaolle ddangoe eran.,baet	käsre	däräng=bom	togo~togol	tongoe=e	ada	ka	gänya=olle	ddangoe=eran,cuscus	then	dog=3SG.ACC	gamehide	play=ALL	like_this	CNTF	here=ALL	force=AUX.PRS.3SG>3SG,Then Cuscus made Dog play hide-and-seek.,n.	adv.	n.	pron. cl.	n.	v.	n. cl.	adv.	TAM ptcl.	adv. dem.	n. cl.	v.	v.:Any,we-pn001-kidarga2016,2,3,kit,			bom-3sg-acc			e-all						eran-aux-prs-3sg-3sg,,baet	käsre	däräng=bom	RED~togol	tongoe=e	ada	ka	gänya=olle	ddangoe=eran,,Then Cuscus made Dog play hide-and-seek.,cuscus	then	dog		hide-and-seek	play		like this	counterfactual	here=ALL		force	,,f2c960fd-428e-47cc-904c-e8508d69c2eb,				1		1		1				,,,n.	adv.	n.	pron. cl.	Attaches to any categoryvt.  (II)	vt.  (V)	n. cl.	m. dem	TAM ptcl.	adv. dem.	n. cl.	vt.  (V)	v.:Any,n.	adv.	n.	pron. cl.	n.	v.	n. cl.	adv.	TAM ptcl.	adv. dem.	n. cl.	v.	v.:Any,2.3,,Baet käsre däräng bom togotogol tongoe e ada ka gänyaolle ddangoe eran. ,				+dial. var. of								
we-pn001-kidarga2016-2-4,"Däräng bom llowam da däganän, be nag da bo eka me"" ao"" eka gogän.",däräng=bom	llowam=da	d-ä-ga-n-än	be	nag=da=bo	eka=me	ao	eka	g-o-g-än,dog=3SG.ACC	fatigue=NOM	REM-3NDUP-AUX.3SGP-IPFV-REM.3SGA	but	friend=CL_POSS.KIN=3SG.POSS	language=LOC	yes	speak	REM-RT_EXT-AUX-REM.3SGS,"Dog was tired but he said, ""Yes"" in his friend's language.",n.	pron. cl.	n.	n. cl.	aux.	conj.	n.	n. cl.	pron. cl.	n.	n. cl.	interj.	v.	aux.,we-pn001-kidarga2016,2,4,kit,	bom-3sg-acc		da-nom				da-cl-poss-kin	bo-3sg-poss		me-loc			,,däräng=bom	llowam=da	d-ä-ga-ne-än	be	nag=da=bo	eka=me	ao	eka	g-o-g-än,,"Dog was tired but he said, ""Yes"" in his friend's language.",dog		fatigue		aux.rem.npfv.3sgA>3sgP	but	friend			language		yes	speak	aux.rem.3sgS,,3d06a9a0-59be-4518-9d3f-062d789f3bd7,			1	1			2						,,,n.	pron. cl.	n.	n. cl.	v.:TM + Patient-v.:Patient-aux.-v.:(Aspect)-vt.:Any	coord.	kin.	n. cl.	pron. cl.	n.	n. cl.	interj.	covi. & covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent,n.	pron. cl.	n.	n. cl.	aux.	conj.	n.	n. cl.	pron. cl.	n.	n. cl.	interj.	v.	aux.,2.4,,"Däräng bom llowam da däganän, be nag da bo eka me ""ao"" eka gogän. ",
we-pn001-kidarga2016-2-5,"Baet käsre nagda Däräng bom ada eka dägagän,"" Ikop nas, ngäna ngattong botgol.""",baet	käsre	nag=da	däräng=bom	ada	eka	d-ä-gag-än	ikop	n-a-s	ngäna	ngattong	b-o-tgol,cuscus	then	friend=CL_POSS.KIN	dog=3SG.ACC	like_this	speak	REM-3NDUP-AUX-REM.3SGA	eye	FUT.2>3-RT_EXT-close	1SG.NOM	first	FUT.1S-RT_EXT-hide,"Cuscus then told his friend, ""Close your eyes, I will hide first."" ",n.	adv.	kin.	n. cl.	n.	pron. cl.	adv.	v.	aux.	n.	vt.	pron.	adv.	vt.,we-pn001-kidarga2016,2,5,kit,					bom-3sg-acc								,,baet	käsre	nag=da	däräng=bom	ada	eka	d-ä-g-än	ikop	n-a-sae	ngäna	ngattong	b-o-togol,,"Cuscus then told his friend, ""Close your eyes, I will hide first."" ",cuscus	then	friend=cl.poss.kin		dog		like this	speak	aux.rem.3sgA>3sgP	eye	close.imp.2sgA>3sgP	1.sg.nom	first	hide.fut.1sgS,,fc8d625d-39d2-4dfc-b4df-917c2cb658c2,			2					1		11	1		,,,n.	adv.	kin.	n. cl.	n.	pron. cl.	m. dem	covi. & covt.	v.:TM + Patient-v.:Patient-aux.-vt.:Any	n.	v.:TM + Patient-v.:Patient-vt.  (V)	pers. pron.	adv.	v.:TM + Patient-vi.:Any-vt.  (II),n.	adv.	kin.	n. cl.	n.	pron. cl.	adv.	v.	aux.	n.	vt.	pron.	adv.	vt.,2.5,,"Baet käsre nagda Däräng bom ada eka dägagän, ""Ikop nas, ngäna ngattong botgol."" ",
