ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-pn022-warama2016j-1-1,Komlla nag a gämällang a dadegwaeya ami gudae deyagirneyo walle ddage menae me.,komlla	nag=a	gämäll=ang=a	dade=gwaeya	ami	gudae	d-ey-a-gir-n-eyo	walle	ddage	menae=me,two	friend=NOM	steal=ATR=NOM	EXIST=COP.PST.DU	who.NSG.NOM	earlier	REM-DUS-RT_EXT-live-IPFV-REM.3DUS	water	stream	side=LOC,"There were once two friends, thieves, who used to live on the side of a creek.",num.	n.	n. cl.	n.	cl.	n. cl.	cop.	v. cl.	int. pron.	adv.	vi.	n.	n.	n.	n. cl.,we-pn022-warama2016j,1,1,kit,		a-nom			a-nom									me-loc,,komlla	nag=da	gämäll=ang=da	dade=gwaeya	ami	gudae	d-y-a-giddoll-ne-eyo	walle	ddage	menae=me,,"There were once two friends, thieves, who used to live on the side of a creek.",two	friend		steal-agt			cop.exist.pst.duS		who.nsg.nom	earlier	stay.rem.npfv.3duS	water	stream	side	,,0cf371a1-1569-4d95-abaf-673999a62c32,		1			1	2			1	1				,,,num.	kin.	n. cl.	covt.	cl.	n. cl.	cop.	v. cl.	int. pron.	mod.	v.:TM + Patient-vi.:Any-v.:Patient-vi.  (I)-v.:(Aspect)-v.:TAM+Agent	n.	n.	loc.	n. cl.,num.	n.	n. cl.	n.	cl.	n. cl.	cop.	v. cl.	int. pron.	adv.	vi.	n.	n.	n.	n. cl.,1.1,,Komlla nag a gämällang a dadegwaeya ami gudae deyagirneyo walle ddage menae me. ,
we-pn022-warama2016j-1-2,"Oba bin a ubi dagwaeya, Pollgo a Guzi.",oba	bin=a	ubi	da=gwaeya	pollgo	a	guzi,3NSG.POSS	name=NOM	3NSG.NOM	MED.DEM=COP.PST.DU	frog	and	crayfish,Their names were Frog and Lobster.,pers. pron.	n.	n. cl.	pron.	cop.	v. cl.	n.	conj.	n.,we-pn022-warama2016j,1,2,kit,		a-nom						,,oba	bin=da	ubi	da=gwaeya	pollgo	a	guzi,,Their names were Frog and Lobster.,3NSG.POSS	name		3.nsg.nom	cop.pst.duS		frog	and	lobster,,1ec80ea5-129b-49fc-88aa-803e7ac158b6,1		1		4				,,,pers. pron.	n.	n. cl.	pers. pron.	nom. dem.	v. cl.	n.	coord.	n.,pers. pron.	n.	n. cl.	pron.	cop.	v. cl.	n.	conj.	n.,1.2,,"Oba bin a ubi dagwaeya, Pollgo a Guzi. ",
we-pn022-warama2016j-1-3,"Pollgo da täl ik mi giddollag daeya, be Guzi da ine ik mi.",pollgo=da	täl	ik=mi	giddoll=ag	da=eya	be	guzi=da	ine	ik=mi,frog=NOM	bamboo	inside=LOC	live=ATR	MED.DEM=COP.PST.SG	but	crayfish=NOM	water	inside=LOC,"Pollgo lived inside a bamboo, but Guzi lived in the water.",n.	n. cl.	n.	n.	n. cl.	n.	cl.	cop.	v. cl.	conj.	n.	n. cl.	n.	n.	n. cl.,we-pn022-warama2016j,1,3,kit,	da-nom			mi-loc							da-nom			mi-loc,,pollgo=da	täl	ik=me	giddoll=ang	da=aeya	be	guzi=da	ine	ik=me,,"Pollgo lived inside a bamboo, but Guzi lived in the water.",frog		bamboo	inside		live-agt		cop.pst.sgS		but	lobster		water	inside	,,d67e1445-ff77-4662-87a6-35b609f1aac9,	1						4				1			,,,n.	n. cl.	n.	loc.	n. cl.	vi.  (I)	cl.	nom. dem.	v. cl.	coord.	n.	n. cl.	n.	loc.	n. cl.,n.	n. cl.	n.	n.	n. cl.	n.	cl.	cop.	v. cl.	conj.	n.	n. cl.	n.	n.	n. cl.,1.3,,"Pollgo da täl ik mi giddollag daeya, be Guzi da ine ik mi. ",								+fr. var. of						
we-pn022-warama2016j-1-4,"Ttongo mer indrang ag me, ge komlla nag a gogezäneyo oba giddoll ma watta a ikop gogneyo adawede ka amom ikop bägaeya, be ddone amom ikop dägaeyo.",ttongo	mer	indrang	ag=me	ge	komlla	nag=a	g-o-gezän-eyo	oba	giddoll	ma=watt=a	a	ikop	g-o-g-n-eyo	adawede	ka	amom	ikop	b-ä-g-eya	be	ddone	amom	ikop	d-ä-ga-eyo,a	good	bright	morning=LOC	prox.dem	two	friend=NOM	REM-RT_EXT-come_out-REM.3DUS	3NSG.POSS	live	house=ABL=NOM	and	see	REM-RT_EXT-AUX-IPFV-REM.3DUS	so_that	CNTF	who.SG.ACC	see	FUT.1A-3NDUP-AUX-FUT.1NSGA	but	NEG	who.SG.ACC	see	REM-3NDUP-AUX-REM.3NSGA,"One good bright morning, these two friends came out of their homes and looked, ""who do we see"" but they saw no one.",indefinite article	adj.	adj.	n.	n. cl.	nom. dem.	num.	n.	n. cl.	vi.	pers. pron.	v.	n.	n. cl.	n. cl.	n. cl.	conj.	covt.	aux.	adv.	TAM ptcl.	int. pron.	covt.	aux.	conj.	neg. ptcl.	int. pron.	covt.	aux.,we-pn022-warama2016j,1,4,kit,				me-loc				a-nom																				,,ttongo	mer	indrang	ag=me	ge	komlla	nag=da	g-o-gazen-eyo	oba	giddoll	ma	=att=da	a	ikop	g-o-g-ne-eyo	adawede	ka	amom	ikop	b-ä-g-eya	be	ddone	amom	ikop	d-ä-g-eyo,,"One good bright morning, these two friends came out of their homes and looked, ""who do we see"" but they saw no one.",a	good	bright	morning		this	two	friend		come.out.rem.3duS	3NSG.POSS	live	house	abl=nom			and	see	aux.rem.npfv.3duS	so that	counterfactual	who.acc	see	aux.fut.1nsgA>3sgP	but	not	who.acc	see	aux.rem.3nsgA>3sgP,,094325fb-da03-4984-93b0-af38fbd8d522,1	1							1		1					1					1			1					1,,,indefinite article	mod.	mod.	n.	n. cl.	nom. dem.	num.	kin.	n. cl.	v.:TM + Patient-vi.:Any-vt.  (II)-v.:TAM+Agent	pers. pron.	vi.  (I)	n.		n. cl.	n. cl.	coord.	covt.	v.:TM + Patient-vi.:Any-aux.-v.:(Aspect)-v.:TAM+Agent	subr.	TAM ptcl.	int. pron.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	coord.	neg. ptcl.	int. pron.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent,indefinite article	adj.	adj.	n.	n. cl.	nom. dem.	num.	n.	n. cl.	vi.	pers. pron.	v.	n.	n. cl.	n. cl.	n. cl.	conj.	covt.	aux.	adv.	TAM ptcl.	int. pron.	covt.	aux.	conj.	neg. ptcl.	int. pron.	covt.	aux.,1.4,,"Ttongo mer indrang ag me, ge komlla nag a gogezäneyo oba giddoll ma watta a ikop gogneyo adawede ka amom ikop bägaeya, be ddone amom ikop dägaeyo. ",
we-pn022-warama2016j-1-5,"Käsre ubi eka gontemenyeyo ada, “ Ibi zanggae e wälläng e beyarnalla .”",käsre	ubi	eka	g-o-ntemeny-eyo	ada	ibi	zanggae=e	wälläng=e	b-ey-a-r-n-alla,then	3NSG.NOM	speak	REM-RT_EXT-discuss-REM.3DUS	like_this	1NSG.INCL.NOM	roam=ALL	bush=ALL	FUT.1S-DUS-RT_EXT-go-IPFV-FUT.1DUS,"Then they discussed and said, ""Let's go stroll around the bush.""",adv.	pron.	v.	vi.	adv.	pron.	vi.	n. cl.	n.	n. cl.	vi.,we-pn022-warama2016j,1,5,kit,							e-all		e-all	,,käsre	ubi	eka	g-o-tameny-eyo	ada	ibi	zanggae=e	wälläng=e	b-y-a-ibi-ne-eya,,"Then they discussed and said, ""Let's go stroll around the bush.""",then	3.nsg.nom	speak	discuss.rem.3duS	like this	1.incl.nsg.nom	roam		bush		go.fut.npfv.1duS,,15662902-b6cc-46de-b44c-ff9d88c19435,					1		1		1	12,,,adv.	pers. pron.	covi. & covt.	v.:TM + Patient-vi.:Any-vt.  (III)-v.:TAM+Agent	m. dem	pers. pron.	vi.  (V)	n. cl.	n.	n. cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:(Aspect)-v.:TAM+Agent,adv.	pron.	v.	vi.	adv.	pron.	vi.	n. cl.	n.	n. cl.	vi.,1.5,,"Käsre ubi eka gontemenyeyo ada, “Ibi zanggae e wälläng e beyarnalla.” ",
we-pn022-warama2016j-1-6,"Angde deyareyo, wätät ttängäm e gongttägeyo.",angde	d-ey-a-r-eyo	wätät	ttängäm=e	g-o-ngttä-g-eyo,when	REM-DUS-RT_EXT-go-REM.3DUS	food	garden=ALL	REM-RT_EXT-arrive-III.NPL-REM.3DUS,"When they went, they arrived at a food garden.",conj.	vi.	n.	n.	n. cl.	vi.,we-pn022-warama2016j,1,6,kit,				e-all	,,angde	d-y-a-ibi-eyo	otät	ttängäm=e	g-o-ngänttäg-ngg-eyo,,"When they went, they arrived at a food garden.",when	go.rem.3duS	food	garden		arrive.rem.3duS,,1ba9357a-fa39-4a63-86a8-deef9a560cce,	12			1	2,,,adv.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:TAM+Agent	n.	n.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (III)-v.:Any-v.:TAM+Agent,conj.	vi.	n.	n.	n. cl.	vi.,1.6,,"Angde deyareyo, wätät ttängäm e gongttägeyo. ",
we-pn022-warama2016j-1-7,Misdae up daebegaeya ibebatta.,misdae	up=daebe=gaeya	ibeb=att=a,just	banana=RST=COP.PST.PL	plant=PP=NOM,Just bananas were planted there.,adv.	n.	cop.	n. cl.	v. cl.	adj.	ptcp.	n. cl.,we-pn022-warama2016j,1,7,kit,,,misdae	up	=daebe=gaeya	ibeny=att=da,,Just bananas were planted there.,just	banana	cop.only.pst.plS			plant=PP=nom		,,848d8a91-d0eb-4c1d-84e4-14988cb047c7,							1,,,adv.	n.		n. cl.	v. cl.	vt.  (II)	ptcp.	n. cl.,adv.	n.	cop.	n. cl.	v. cl.	adj.	ptcp.	n. cl.,1.7,,Misdae up daebegaeya ibebatta. ,
we-pn022-warama2016j-1-8,"Angde ikop gogeyo ttängäm ma ik i a gozen e, up de adade ikop dägaeyo, wo abal.",angde	ikop	g-o-g-eyo	ttängäm	ma	ik=i	a	g-o-ze-n=e	up=de	adade	ikop	d-ä-ga-eyo	wo	abal,when	see	REM-RT_EXT-AUX-REM.3DUS	garden	place	inside=ALL	and	REM-RT_EXT-enter-II.NPL=ALL	banana=ACC	like_that	see	REM-3NDUP-AUX-REM.3NSGA	ripe	very,"When they saw inside the garden and entered, they saw bananas, very ripe ones.",conj.	covt.	aux.	n.	n.	n.	n. cl.	conj.	vi.	n. cl.	n.	n. cl.		covt.	aux.	adj.	adj.,we-pn022-warama2016j,1,8,kit,						i-all			e-all		de-acc					,,angde	ikop	g-o-g-eyo	ttängäm	ma	ik=e	a	g-o-zan-n=e	up=de	adade	ikop	d-ä-g-eyo		abal,,"When they saw inside the garden and entered, they saw bananas, very ripe ones.",when	see	aux.rem.3duS	garden	place	inside		and	enter.rem.1|2sgS		banana		like that	see	aux.rem.3nsgA>3sgP	ripe	very,,e8c81d88-1038-4aa2-b5f2-82ee4cfbeb08,						1			1					1		,,,adv.	covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	n.	n.	loc.	n. cl.	coord.	v.:TM + Patient-vi.:Any-vi.  (irr)-v.:Any	n. cl.	n.	n. cl.	adv.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	mod.	adv.,conj.	covt.	aux.	n.	n.	n.	n. cl.	conj.	vi.	n. cl.	n.	n. cl.		covt.	aux.	adj.	adj.,1.8,,"Angde ikop gogeyo ttängäm ma ik i a gozen e, up de adade ikop dägaeyo, wo abal. ",
we-pn022-warama2016j-1-9,"Ubi komlla obaoba gongnoeyo ada, “ Aya bängkälän ?”",ubi	komlla	obaoba	g-o-ngnoe-eyo	ada	aya	b-ä-ngkäl-än,3NSG.NOM	two	themselves	REM-RT_EXT-ask-REM.3DUS	like_this	who.SG	FUT.3A-RT_EXT-ascend-FUT.3SGS,"They two asked themselves, ""Who will climb?""",pron.	num.	pron.	vi.	adv.	pron.	vi.,we-pn022-warama2016j,1,9,kit,,,ubi	komlla	obaoba	g-o-ngonoe-eyo	ada	aya	b-ä-kängkäl-än,,"They two asked themselves, ""Who will climb?""",3.nsg.nom	two	themselves	ask.rem.3duS	like this	who	ascend.fut.3sgS,,0075b1a8-f358-4d54-a3e5-ba56674aafc8,						2,,,pers. pron.	num.	pers. pron.	v.:TM + Patient-vi.:Any-vt.  (V)-v.:TAM+Agent	m. dem	int. pron.	v.:TM + Patient-vi.:Patient-vt.  (I)-v.:TAM+Agent,pron.	num.	pron.	vi.	adv.	pron.	vi.,1.9,,"Ubi komlla obaoba gongnoeyo ada, “Aya bängkälän?” ",
we-pn022-warama2016j-1-10,"Pollgo da ada eka gogon, “ Abo ngänawa bängkäl .”",pollgo=da	ada	eka	g-o-g-on	abo	ngänawa	b-ä-ngkäl,frog=NOM	like_this	speak	REM-RT_EXT-AUX-REM.3SGS	NEC	1SG.NOM.EMPH	FUT.1A-3NDUP-ascend,"Frog said, ""It is I that must climb.""",n.	n. cl.	adv.	v.	aux.		pron.	vt.,we-pn022-warama2016j,1,10,kit,	da-nom						,,pollgo=da	ada	eka	g-o-g-än	abo	ngänawa	b-ä-kängkäl,,"Frog said, ""It is I that must climb.""",frog		like this	speak	aux.rem.3sgS	must	1.sg.nom.emph	ascend.fut.1sgA>3sgP,,87e113de-e7f5-4a8b-9d39-4c6d2b073a1d,	1						1,,,n.	n. cl.	m. dem	covi. & covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	TAM ptcl.	pers. pron.	v.:TM + Patient-v.:Patient-vt.  (I),n.	n. cl.	adv.	v.	aux.		pron.	vt.,1.10,,"Pollgo da ada eka gogon, “Abo ngänawa bängkäl.” ",
