ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-sn009-kurupelsuwede2007-1-1,"Oi walle karama, bongo ddobae mokowang dan llayaba.",oi	walle	Karama	bongo	ddobae	moko=wang	da=n	lla=yaba,oh	water	toponym	2SG.NOM	very	desire=ATR	MED.DEM=COP.PRS.SG	person=3NSG.POSS,"O Karama swamp, you are very lovely to the people.",interj.	n.	pn.	pron.	adj.	adj.	cl.	cop.	v. cl.	n.	pron. cl.,we-sn009-kurupelsuwede2007,1,1,kit,,,oi	walle	Karama	bongo	ddobae	moko=ang	da=n	lla=aba,,"O Karama swamp, you are very lovely to the people.",oh	water	Karama swamp	2.sg.nom	very	favorite		cop.prs.sgS		person=3.nsg.poss	,,3fff8c15-d3ad-4999-b784-1f6e38342e5d,							4			,,,interj.	n.	pn.	pers. pron.	adv.	n.	cl.	nom. dem.	v. cl.	n.	pron. cl.,interj.	n.	pn.	pron.	adj.	adj.	cl.	cop.	v. cl.	n.	pron. cl.,1.1,,"Oi walle karama, bongo ddobae mokowang dan llayaba. ",
we-sn009-kurupelsuwede2007-1-2,Ag alle do yäbäd klaklema.,ag=alle	do	yäbäd	kla~kle=ma,morning=ABL	to	sun	INF~set=ACT_NZ,From morning to sunset.,n.	<Not Sure>	prep.	n.	n.	v. cl.,we-sn009-kurupelsuwede2007,1,2,kit,	alle-abl				,,ag=alle	do	yäbäd	RED~kälakäle=ma,,From morning to sunset.,morning		to	sun	set=act.nz	,,5c48bc77-52ee-4432-92fd-a8cde57d66be,	2	1		3	,,,n.		prep.	n.	v.:Anyvi.  (I)	v. cl.,n.	<Not Sure>	prep.	n.	n.	v. cl.,1.2,,Ag alle do yäbäd klaklema. ,				+***	
we-sn009-kurupelsuwede2007-1-3,"Lla da, mälla da, mänmän a, llɨg pollo da Llimoll atta bäne patt me kili anggan.",lla=da	mälla=da	män~män=a	llɨg	pollo=da	Llimoll=att=a	bäne	patt=me	kili=anggan,man=NOM	woman=NOM	NSG~girl=NOM	boy	young=NOM	toponym=ABL=NOM	2SG.POSS	body=LOC	happy=AUX.PRS.3PLS,"Men, women, young girls, and young boys from Limol rejoice in you.",n.	n. cl.	n.	n. cl.	kin.	n. cl.	n.	adj.	n. cl.	pn.	n. cl.	n. cl.	n. cl.	pron.	n.	n. cl.	adj.	aux.,we-sn009-kurupelsuwede2007,1,3,kit,	da-nom		da-nom		a-nom			da-nom							me-loc		anggan-aux-prs-3pl-s,,lla=da	mälla=da	RED~män=da	llɨg	pollo=da		=att=da	bäne	patt=me	kili=anggan,,"Men, women, young girls, and young boys from Limol rejoice in you.",man		woman		girls		boy	young		Limol=abl=nom			2.sg.poss	body		happy	,,0d3d898d-f58a-4612-96b7-a327f33a807c,	1		1	53	1			1				1		1			,,,n.	n. cl.	n.	n. cl.	Inflects any categoryn.	n. cl.	n.	mod.	n. cl.	pn.		n. cl.	n. cl.	pers. pron.	n.	n. cl.	mod.	aux.,n.	n. cl.	n.	n. cl.	kin.	n. cl.	n.	adj.	n. cl.	pn.	n. cl.	n. cl.	n. cl.	pron.	n.	n. cl.	adj.	aux.,1.3,,"Lla da, mälla da, mänmän a, llɨg pollo da Llimoll atta bäne patt me kili anggan. ",				+***													
we-sn009-kurupelsuwede2007-1-4,Ddobag a yunu tarnen nallo.,ddob=ag=a	yunu	tar-nen=nallo,other=ATR=NOM	sleep	sleep_with-I.PL=AUX.PRS.3NSG>2SG,Others are sleeping near you.,n.	cl.	n. cl.	v.	v.	aux.,we-sn009-kurupelsuwede2007,1,4,kit,		a-nom			nallo-aux-prs-3nsg-2sg,,ddob=ang=da	yunu	tanter-nen=nallo,,Others are sleeping near you.,other=atr			sleep	sleep with-I.pl	,,0bd68d78-5a6d-43d1-91e8-80905cb3bad6,		1			,,,det.	cl.	n. cl.	n.	vt.  (I)-v.:Plurpersonal	aux.,n.	cl.	n. cl.	v.	v.	aux.,1.4,,Ddobag a yunu tarnen nallo.,
we-sn009-kurupelsuwede2007-2-1,"Oi walle karama, kemibi ja walle bongo nyämaenyämae gog.",oi	walle	Karama	kemibi	ja=walle	bongo	nyämae~nyämae	g-o-g,oh	water	toponym	many	thing=INS	2SG.NOM	INF~surround	REM-RT_EXT-AUX,"O Karama swamp, you are surrounded by many things.",interj.	n.	pn.	quant.	n.	n. cl.	pron.	v.	aux.,we-sn009-kurupelsuwede2007,2,1,kit,					walle-ins			,,oi	walle	Karama	kemibi	=alle	bongo	RED~nyämaenyämae	g-o-g,,"O Karama swamp, you are surrounded by many things.",oh	water	Karama swamp	many	thing		2.sg.nom	be surrounded by	aux.rem.1|2sgS,,6af28f31-bd12-45a5-92df-9e9c9e2694ce,					1		3	,,,interj.	n.	pn.	quant.		n. cl.	pers. pron.	v.:Anyvt.  (V)	v.:TM + Patient-vi.:Any-aux.,interj.	n.	pn.	quant.	n.	n. cl.	pron.	v.	aux.,2.1,,"Oi walle karama, kemibi ja walle bongo nyämaenyämae gog. ",							+fr. var. of	
we-sn009-kurupelsuwede2007-2-2,Bongo ada mer molle alle adako män duwar da mer mollong ja walle anyan.,bongo	ada	mer	molle=alle	ad=ako	män	duwar=da	mer	mollong	za=walle	a-ny-an,2SG.NOM	like_this	good	scent=INS	like_this=also	girl	young=NOM	good	smelling	thing=INS	REC-paint-REC.3SGS,You have a good smell like a young girl sprays herself with good smelling things.,pron.	adv.	adj.	n.	n. cl.		n.	adj.	n. cl.	adj.	adj.	n.	n. cl.	v.,we-sn009-kurupelsuwede2007,2,2,kit,				alle-ins				da-nom				walle-ins	,,bongo	ada	mer	molle=alle	adako	män	duwar=da	mer	mollong	=alle	,,You have a good smell like a young girl sprays herself with good smelling things.,2.sg.nom	like this	good	scent		like	girl	young		good	smelling	thing		sprayed,,521b73fc-ec70-4500-bfb5-9a433cff0ef5,		1		1		3		1	1			1	,,,pers. pron.	m. dem	mod.	n.	n. cl.	adv.	n.	mod.	n. cl.	mod.	mod.		n. cl.	,pron.	adv.	adj.	n.	n. cl.		n.	adj.	n. cl.	adj.	adj.	n.	n. cl.	v.,2.2,,Bongo ada mer molle alle adako män duwar da mer mollong ja walle anyan. ,
we-sn009-kurupelsuwede2007-2-3,Llayaba näkäp de bongo gagäll anggalle.,lla=yaba	näkäp=de	bongo	gagäll=anggalle,person=3NSG.POSS	mind=ACC	2SG.NOM	bad=AUX.PRS.2SG>PL,You spoil people's thoughts.,n.	pron. cl.	n.	n. cl.	pron.	adj.	aux.,we-sn009-kurupelsuwede2007,2,3,kit,			de-acc			anggalle-aux-prs-2sg-pl,,lla=aba	näkäp=de	bongo	gagäll=anggalle,,You spoil people's thoughts.,person=3.nsg.poss		mind		2.sg.nom	bad	,,7c31096f-4413-4e6b-90be-49888f95c054,,,,n.	pron. cl.	n.	n. cl.	pers. pron.	mod.	aux.,n.	pron. cl.	n.	n. cl.	pron.	adj.	aux.,2.3,,Llayaba näkäp de bongo gagäll anggalle. ,
we-sn009-kurupelsuwede2007-2-4,Adame ddobag a gudae ngällbaenen eran yunu atta bäne pate llɨtaem eran.,adame	ddob=ag=a	gudae	ngällbae-nen	era=n	yunu=att=a	bäne=pate	llɨtaem=eran,this_is_why;_therefore	other=ATR=NOM	early_morning	wake_up-II.PL	which=COP.PRS.SG	sleep=ABL=NOM	2SG.POSS=AN.ALL	arrive=AUX.PRS.3SG>3SG,This is why some wake up early in the morning from sleep and come to you.,adv.	n.	cl.	n. cl.	adv.	v.	cop.	v. cl.	v.	n. cl.	n. cl.	n. cl.	pron.	n. cl.		v.:Any,we-sn009-kurupelsuwede2007,2,4,kit,			a-nom										pate-an-all		eran-aux-prs-3sg-3sg,,adame	ddob=ang=da	gudae	ngällbän-nen	era=n	yunu	=att=da	bäne=pate	ngänttäg=eran,,This is why some wake up early in the morning from sleep and come to you.,this is why	other=atr			early morning	wake-pl	cop.where.prs.sgS		sleep=abl=nom			2.sg.poss		arrive.pl	,,c718c9e9-fb1e-4f97-a679-ee0cffb2aa9f,			1	1							1				,,,adv.	det.	cl.	n. cl.	mod.	vi.  (II)-v.:Plurpersonal	rel. pron.	v. cl.	n.		n. cl.	n. cl.	pers. pron.	n. cl.	vi.  (III)	v.:Any,adv.	n.	cl.	n. cl.	adv.	v.	cop.	v. cl.	v.	n. cl.	n. cl.	n. cl.	pron.	n. cl.		v.:Any,2.4,,Adame ddobag a gudae ngällbaenen eran yunu atta bäne pate llɨtaem eran. ,
we-sn009-kurupelsuwede2007-2-5,"Mer llo popo alle bongo darbänen alle, ada ka män duwar da bun mi llo popo de nowattällan.",mer	llo	popo=alle	bongo	darbä-nen=alle	ada	ka	män	duwar=da	bun=mi	llo	popo=de	n-o-wattäll-an,good	tree	flower=INS	2SG.NOM	decorate-I.PL=AUX.PRS.2SGS	like_this	CNTF	girl	young=NOM	head=LOC	tree	flower=ACC	REC.3PLP-3NDUP-put-REC.3SGA,You decorate yourself with beautiful tree flowers like young girls put tree flowers on their heads.,adj.	n.	n.	n. cl.	pron.	v.	aux.	adv.	TAM ptcl.	n.	adj.	n. cl.	n.	n. cl.	n.	n.	n. cl.	vt.,we-sn009-kurupelsuwede2007,2,5,kit,			alle-ins			alle-aux-prs-2sg-s					da-nom		mi-loc			de-acc	,,mer	llo	popo=alle	bongo	dadäräb-nen=alle	ada	ka	män	duwar=da	bun=me	llo	popo=de	n-ä-wanseg-an,,You decorate yourself with beautiful tree flowers like young girls put tree flowers on their heads.,good	tree	flower		2.sg.nom	decorate-pl		like this	counterfactual	girl	young		head		tree	flower		leave.pl.rec.3sgA>3plP,,422234c7-e120-471e-afa4-b786af453a68,1		2	1			3		1	3		1				2		11,,,mod.	n.	n.	n. cl.	pers. pron.	vt.  (I)-v.:Plurpersonal	aux.	m. dem	TAM ptcl.	n.	mod.	n. cl.	n.	n. cl.	n.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (irr)-v.:TAM+Agent,adj.	n.	n.	n. cl.	pron.	v.	aux.	adv.	TAM ptcl.	n.	adj.	n. cl.	n.	n. cl.	n.	n.	n. cl.	vt.,2.5,,"Mer llo popo alle bongo darbänen alle, ada ka män duwar da bun mi llo popo de nowattällan.",
we-sn009-kurupelsuwede2007-3-1,"Oi walle karama, mudan bongo darbänen a.",oi	walle	Karama	muda=n	bongo	darbä-nen=a,oh	water	toponym	PROHIB=COP.PRS.SG	2SG.NOM	decorate-I.PL=NOM,"O Karama swamp, don't decorate yourself.",interj.	n.	pn.	cop.	v. cl.	pron.	v.	n. cl.,we-sn009-kurupelsuwede2007,3,1,kit,							a-nom,,oi	walle	Karama	muda=n	bongo	dadäräb-nen=da,,"O Karama swamp, don't decorate yourself.",oh	water	Karama swamp	cop.prohib.prs.sgS		2.sg.nom	decorate-pl	,,23f24ff9-3c01-48d0-9e10-297537c1c62b,							1,,,interj.	n.	pn.	TAM ptcl.	v. cl.	pers. pron.	vt.  (I)-v.:Plurpersonal	n. cl.,interj.	n.	pn.	cop.	v. cl.	pron.	v.	n. cl.,3.1,,"Oi walle karama, mudan bongo darbänen a. ",
