ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
se-ss009-goge2016b-1,[ Introduction],introduction,,"It's August 9th, 2016. This is Diana Johnson recording Sali Goge, who's around 76 years old and Rhoda Kukuang around 65 singing the bird of paradise song called Kakayam bo tongoe, which is in Ende.",,se-ss009-goge2016b,1,,kit,,0,,26242,"It's August 9th, 2016. This is Diana Johnson recording Sali Goge, who's around 76 years old and Rhoda Kukuang around 65 singing the bird of paradise song called Kakayam bo tongoe, which is in Ende.",,,0118374d-7e2d-4bce-b1d6-afc7212b2d6b,,,a3a182bc-6213-419a-b71a-9922ec667f54,,,1,,[Introduction],
se-ss009-goge2016b-2,"Ae-ya, kakayam da eka allan Iden ttängäm me.",ae=ya	kakayam=da	eka=allan	Iden	ttängäm=me,ah=VOC	bird_type=NOM	speak=AUX.PRS.1SGS	Eden	garden=LOC,Bird-of-Paradise is singing in the garden of Eden.,interj.	d. cl.	n.	n. cl.	v.	aux.	pn.	n.	n. cl.,se-ss009-goge2016b,2,,kit,			da-nom		allan-aux-prs-1sg-s			me-loc,26242,ae=a	kakayam=da	eka=allan	Iden	ttängäm=me,35492,Bird-of-Paradise is singing in the garden of Eden.,ah=voc		bird type		speak		Eden	garden	,,f4810d95-2101-4cbb-bb60-0b220f501a79,			1					,,a3a182bc-6213-419a-b71a-9922ec667f54,interj.	d. cl.	n.	n. cl.	covi. & covt.	aux.	pn.	n.	n. cl.,interj.	d. cl.	n.	n. cl.	v.	aux.	pn.	n.	n. cl.,2,,"Ae-ya, kakayam da eka allan Iden ttängäm me.",
se-ss009-goge2016b-3,Lla ibi ikop bägageya obo tongoe de.,lla	ibi	ikop	b-ä-gag-eya	obo	tongoe=de,man	1NSG.INCL.NOM	see	FUT.1A-3NDUP-AUX-FUT.1NSGA	3SG.POSS	play=ACC,"The people, we see how he plays.",n.	pers. pron.	covt.	aux.	pron.	v.	n. cl.,se-ss009-goge2016b,3,,kit,						de-acc,35492,lla	ibi	ikop	b-ä-g-eya	obo	tongoe=de,40892,"The people, we see how he plays.",man	1.incl.nsg.nom	see	aux.abil.1nsgA>3sgP	3.sg.poss	play	,,68f23412-dc5b-4112-aeb3-43c5044b501b,	1		1			,,a3a182bc-6213-419a-b71a-9922ec667f54,n.	pers. pron.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	pers. pron.	vt.  (V)	n. cl.,n.	pers. pron.	covt.	aux.	pron.	v.	n. cl.,3,,Lla ibi ikop bägageya obo tongoe de.,
se-ss009-goge2016b-4,"Kwa-o, kwa-o, ke-ke-ke.",,,,,se-ss009-goge2016b,4,,kit,,40892,,48592,,,,a754012b-4bb9-4695-a65a-7263928e1afb,,,a3a182bc-6213-419a-b71a-9922ec667f54,,,4,,"Kwa-o, kwa-o, ke-ke-ke.",
se-ss009-goge2016b-5,"Ae-ya, kakayam da eka allan Iden ttängäm me.",ae=ya	kakayam=da	eka=allan	Iden	ttängäm=me,ah=VOC	bird_type=NOM	speak=AUX.PRS.1SGS	Eden	garden=LOC,Bird-of-Paradise is singing in the garden of Eden.,interj.	d. cl.	n.	n. cl.	v.	aux.	pn.	n.	n. cl.,se-ss009-goge2016b,5,,kit,			da-nom		allan-aux-prs-1sg-s			me-loc,48592,ae=a	kakayam=da	eka=allan	Iden	ttängäm=me,56592,Bird-of-Paradise is singing in the garden of Eden.,ah=voc		bird type		speak		Eden	garden	,,2285a6a1-3db7-4bab-8690-4ae9386c781a,			1					,,a3a182bc-6213-419a-b71a-9922ec667f54,interj.	d. cl.	n.	n. cl.	covi. & covt.	aux.	pn.	n.	n. cl.,interj.	d. cl.	n.	n. cl.	v.	aux.	pn.	n.	n. cl.,5,,"Ae-ya, kakayam da eka allan Iden ttängäm me.",
se-ss009-goge2016b-6,Lla ibi ikop bägageya obo tongoe de.,lla	ibi	ikop	b-ä-gag-eya	obo	tongoe=de,man	1NSG.INCL.NOM	see	FUT.1A-3NDUP-AUX-FUT.1NSGA	3SG.POSS	play=ACC,"The people, we see how he plays.",n.	pers. pron.	covt.	aux.	pron.	v.	n. cl.,se-ss009-goge2016b,6,,kit,						de-acc,56592,lla	ibi	ikop	b-ä-g-eya	obo	tongoe=de,62076,"The people, we see how he plays.",man	1.incl.nsg.nom	see	aux.abil.1nsgA>3sgP	3.sg.poss	play	,,91e7225d-e26d-4227-9646-3a99761329f3,	1		1			,,a3a182bc-6213-419a-b71a-9922ec667f54,n.	pers. pron.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	pers. pron.	vt.  (V)	n. cl.,n.	pers. pron.	covt.	aux.	pron.	v.	n. cl.,6,,Lla ibi ikop bägageya obo tongoe de.,
se-ss009-goge2016b-7,"Kwa-o, kwa-o, ke-ke-ke.",,,,,se-ss009-goge2016b,7,,kit,,62076,,69376,,,,f99e48a6-1112-49e7-8b23-ec0b371715fc,,,a3a182bc-6213-419a-b71a-9922ec667f54,,,7,,"Kwa-o, kwa-o, ke-ke-ke.",
se-ss009-goge2016b-8,"Kwa-o, kwa-o, ke-ke-ke.",,,,,se-ss009-goge2016b,8,,kit,,69376,,76976,,,,74cbadf7-b2b3-49ea-b50f-315637eba5a0,,,a3a182bc-6213-419a-b71a-9922ec667f54,,,8,,"Kwa-o, kwa-o, ke-ke-ke.",
se-ss009-goge2016b-9,"Ae-ya, kakayam da eka allan Iden ttängäm me.",ae=ya	kakayam=da	eka=allan	Iden	ttängäm=me,ah=VOC	bird_type=NOM	speak=AUX.PRS.1SGS	Eden	place=LOC,Bird-of-Paradise is singing in the garden of Eden.,interj.	d. cl.	n.	n. cl.	v.	aux.	pn.	n.	n. cl.,se-ss009-goge2016b,9,,kit,			da-nom		allan-aux-prs-1sg-s			me-loc,76976,ae=a	kakayam=da	eka=allan	Iden	ttängäm=me,85127,Bird-of-Paradise is singing in the garden of Eden.,ah=voc		bird type		speak		Eden	place	,,0cb83916-b9ca-4f37-bbd3-5da9a24d9813,			1					,,a3a182bc-6213-419a-b71a-9922ec667f54,interj.	d. cl.	n.	n. cl.	covi. & covt.	aux.	pn.	n.	n. cl.,interj.	d. cl.	n.	n. cl.	v.	aux.	pn.	n.	n. cl.,9,,"Ae-ya, kakayam da eka allan Iden ttängäm me.",
se-ss009-goge2016b-10,Lla ibi ikop bägageya obo tongoe de.,lla	ibi	ikop	b-ä-gag-eya	obo	tongoe=de,man	1NSG.INCL.NOM	see	FUT.1A-3NDUP-AUX-FUT.1NSGA	3SG.POSS	play=ACC,"The people, we see how he plays.",n.	pers. pron.	covt.	aux.	pron.	v.	n. cl.,se-ss009-goge2016b,10,,kit,						de-acc,85127,lla	ibi	ikop	b-ä-g-eya	obo	tongoe=de,90668,"The people, we see how he plays.",man	1.incl.nsg.nom	see	aux.abil.1nsgA>3sgP	3.sg.poss	play	,,f329d8b7-2753-4014-989f-3824802d20f8,	1		1			,,a3a182bc-6213-419a-b71a-9922ec667f54,n.	pers. pron.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	pers. pron.	vt.  (V)	n. cl.,n.	pers. pron.	covt.	aux.	pron.	v.	n. cl.,10,,Lla ibi ikop bägageya obo tongoe de.,
