ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-pn040-kurupel2017b-1-1,"Ngäna daeya gopällttän dalle, mälla da gull peyang ngattong gobällän.",ngäna	da=eya	g-o-pälltt-än	d-a-lle	mälla=da	gull=peyang	ngattong	g-o-bäll-än,1SG.NOM	MED.DEM=COP.PST.SG	REM-RT_EXT-start_walking-II.NPL	REM-RT_EXT-go	woman=NOM	net=COM	first	REM-RT_EXT-go-REM.3PLS,"I set off walking, the women with the nets had gone before.",pron.	cop.	v. cl.	vi.	vi.	n.	n. cl.	n.	n. cl.	adv.	vi.,we-pn040-kurupel2017b,1,1,kit,						da-nom		peyang-com		,,ngäna	da=aeya	g-o-pällttän-n	d-o-ibi	mälla=da	gull=peyang	ngattong	g-o-ibi-än,,"I set off walking, the women with the nets had gone before.",1.sg.nom	cop.pst.sgS		start.walking.rem.1|2sgS	go.rem.1|2sgS	woman		net		first	go.pl.rem.3plS,,29fbd71c-e3be-4fe5-9cee-f06cc80c640e,1	4			2		1				2,,,pers. pron.	nom. dem.	v. cl.	v.:TM + Patient-vi.:Any-vi.  (II)-v.:Any	v.:TM + Patient-vi.:Any-vi.	n.	n. cl.	n.	n. cl.	adv.	v.:TM + Patient-vi.:Any-vi.-v.:TAM+Agent,pron.	cop.	v. cl.	vi.	vi.	n.	n. cl.	n.	n. cl.	adv.	vi.,1.1,,"Ngäna daeya gopällttän dalle, mälla da gull peyang ngattong gobällän. ",		+fr. var. of								
we-pn040-kurupel2017b-1-2,Ngäna oballe imne Sokola.,ngäna	obä	imne	Sokola,1SG.NOM	3SG.COM	rear	PN,I went after Sokola.,pron.	pers. pron.	loc.	pn.,we-pn040-kurupel2017b,1,2,kit,,,ngäna	obä	imne	Sokola,,I went after Sokola.,1.sg.nom	3.sg.com	rear	female personal name,,aaeeb932-ab6a-4f38-b3e8-45524d65efaf,1			,,,pers. pron.	pers. pron.	loc.	pn.,pron.	pers. pron.	loc.	pn.,1.2,,Ngäna oballe imne Sokola. ,
we-pn040-kurupel2017b-1-3,"Ngäna Sokola bom ada dägag,"" Ibi beyareya nett irngän e.""",ngäna	Sokola=bom	ada	d-ä-gag	ibi	b-ey-a-r-eya	nett	irängän=e,1SG.NOM	PN=3SG.ACC	like_this	REM-3NDUP-AUX	1NSG.INCL.NOM	FUT.1S-DUS-RT_EXT-go-FUT.1DUS	net	lift_out=ALL,"I said to Sokola, ""Let's go lift the nets out.""",pron.	pn.	pron. cl.	adv.	aux.	pers. pron.	vi.	n.		n. cl.,we-pn040-kurupel2017b,1,3,kit,		bom-3sg-acc							e-all,,ngäna	Sokola=bom	ada	d-ä-g	ibi	b-y-a-ibi-eya	net	irängän=e,,"I said to Sokola, ""Let's go lift the nets out.""",1.sg.nom	female personal name		like this	aux.rem.1|2sgA>3sgP	1.incl.nsg.nom	go.fut.1duS	net	lift out	,,328207c8-64a5-4440-9e26-8e469d7fd9b7,1				1	1	12			1,,,pers. pron.	pn.	pron. cl.	m. dem	v.:TM + Patient-v.:Patient-aux.	pers. pron.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:TAM+Agent	n.	vt.  (II)	n. cl.,pron.	pn.	pron. cl.	adv.	aux.	pers. pron.	vi.	n.		n. cl.,1.3,,"Ngäna Sokola bom ada dägag, ""Ibi beyareya nett irngän e."" ",							+var. of		
we-pn040-kurupel2017b-1-4,"Ngämi dagwaeya deyareya gall tapma, gall e gokakaleya a dagllaeya.",ngämi	da=gwaeya	d-ey-a-r-eya	gall	tap=ma	gall=e	g-o-kakal-eya	a	d-a-gllae-eya,1NSG.EXCL.NOM	MED.DEM=COP.PST.DU	REM-DUS-RT_EXT-go-REM.1DUS	canoe	dock=CHAR	canoe=ALL	REM-RT_EXT-enter-REM.1DUS	and	REM-RT_EXT-paddle-REM.1NSGA,"We went to the canoe place, boarded the canoe, and started paddling.",pron.	cop.	v. cl.	vi.	n.	n.	cl.	n.	n. cl.	vi.	conj.	vt.,we-pn040-kurupel2017b,1,4,kit,								e-all			,,ngämi	da=gwaeya	d-y-a-ibi-eya	gall	tap=ma	gall=e	g-o-kakal-eya	a	d-a-gllae-eya,,"We went to the canoe place, boarded the canoe, and started paddling.",1.excl.nsg.nom	cop.pst.duS		go.rem.1|2duS	canoe	dock=CHAR		canoe		enter	and	paddle.rem.1|2nsgA>sgP,,c5ef7fda-ed6e-40be-ad81-53974199afd2,	4		12		1			1			11,,,pers. pron.	nom. dem.	v. cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:Any	n.	covt.	cl.	n.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (II)-v.:Any	coord.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:Any,pron.	cop.	v. cl.	vi.	n.	n.	cl.	n.	n. cl.	vi.	conj.	vt.,1.4,,"Ngämi dagwaeya deyareya gall tapma, gall e gokakaleya a dagllaeya. ",
we-pn040-kurupel2017b-1-5,"Ngäna dedme ikopse gog ada,"" Baba, kollba da ngämlle buittnegän.",ngäna	ded=me	ikopse	g-o-g	ada	baba	kollba=da	ngämlle	b-u-itt-neg-än,1SG.NOM	there=LOC	prayer	REM-RT_EXT-AUX	like_this	father	fish=NOM	1SG.DAT	FUT.3S-RT_EXT-catch-3PLS-REM.3PLS,"There, I prayed like this: ""Father, let the fish be caught for me.",pron.	adv. dem.	n. cl.	n.	aux.	adv.	n.	n.	n. cl.	pron.	vi.,we-pn040-kurupel2017b,1,5,kit,								da-nom		,,ngäna	ded=me	ikopse	g-o-g	ada	baba	kollba=da	ngämlle	b-o-ittɨtt-neg-än,,"There, I prayed like this: ""Father, let the fish be caught for me.",1.sg.nom	there=loc		prayer	aux.rem.1|2sgS	like this	father	fish		1.sg.dat	catch.fut.pass.3plS,,1792f1f3-2b98-4bf0-9804-0a041bca9a19,1								1		,,,pers. pron.	adv. dem.	n. cl.	n.	v.:TM + Patient-vi.:Any-aux.	m. dem	kin.	n.	n. cl.	pers. pron.	v.:TM + Patient-vi.:Any-vt.  (I)-v.:Plurpersonal-v.:TAM+Agent,pron.	adv. dem.	n. cl.	n.	aux.	adv.	n.	n.	n. cl.	pron.	vi.,1.5,,"Ngäna dedme ikopse gog ada, ""Baba, kollba da ngämlle buittnegän. ",
we-pn040-kurupel2017b-1-6,"Bongo tämamae ttoen e zizag dalle, bongowae ngämiminy anggalle.""",bongo	tämamae	ttoen=e	zizag	d-a-lle	bongo=wae	ngämi-miny=anggalle,2SG.NOM	all	way=ALL	owner	REM-RT_EXT-go	2SG.NOM=RST	help-III.PL=AUX.PRS.2SG>PL,"You are the owner of all things, only you are helping me.""",pron.	quant.	n.	n. cl.	n.	vi.	pers. pron.	cl.	vt.	aux.,we-pn040-kurupel2017b,1,6,kit,			e-all						anggalle-aux-prs-2sg-pl,,bongo	tämamae	ttoen=e	zizag	d-o-ibi	bongo=ae	ngämingg-meny=anggalle,,"You are the owner of all things, only you are helping me.""",2.sg.nom	all	way		owner	go.rem.1|2sgS	2.sg.nom=only		help-III.pl	,,41bea077-e020-492a-b659-fbb143dc35e9,			1		2		1	2	,,,pers. pron.	quant.	n.	n. cl.	n.	v.:TM + Patient-vi.:Any-vi.	pers. pron.	cl.	vi.  (III)-v.:Any	aux.,pron.	quant.	n.	n. cl.	n.	vi.	pers. pron.	cl.	vt.	aux.,1.6,,"Bongo tämamae ttoen e zizag dalle, bongowae ngämiminy anggalle."" ",
we-pn040-kurupel2017b-1-7,"Ngämi dagwaeya deyareya a nett de dirängäneya, bunkuttang a guittän be sära torpoll daeya, käza da däddägän.",ngämi	da=gwaeya	d-ey-a-r-eya	a	nett=de	d-iräng-än-eya	bunkuttang=a	g-u-itt-än	be	sära	torpoll	da=eya	käza=da	d-ä-ddäg-än,1NSG.EXCL.NOM	MED.DEM=COP.PST.DU	REM-DUS-RT_EXT-go-REM.1DUS	and	net=ACC	REM-lift_out-II.NPL-REM.1NSGA	catfish=NOM	REM-3NDUP-catch-REM.3SGS	but	tail	piece	MED.DEM=COP.PST.SG	crocodile=NOM	REM-3NDUP-eat-REM.3SGA,"We went and pulled up the nets. Catfish were caught, but one was just a tail. A crocodile had bitten it.",pron.	cop.	v. cl.	vi.	conj.	n.	n. cl.	vt.	n.	n. cl.	vi.	conj.	n.	n.	cop.	v. cl.	n.	n. cl.	,we-pn040-kurupel2017b,1,7,kit,						de-acc			a-nom								da-nom	,,ngämi	da=gwaeya	d-y-a-ibi-eya	a	net=de	d-irängän-n-eya	bunkuttang=da	g-ä-ittɨtt-än	be	sära	tärpoll	da=aeya	käza=da	d-ä-ddäddäg-än,,"We went and pulled up the nets. Catfish were caught, but one was just a tail. A crocodile had bitten it.",1.excl.nsg.nom	cop.pst.duS		go.rem.1|2duS	and	net		lift_out.rem.1nsgA>3sgP	catfish		catch.rem.pass.3sgS	but	tail	piece	cop.pst.sgS		crocodile		eat.rem.3sgA>3sgP,,d02106af-0c63-4219-b360-c81a12817146,	4		12						1	1				4			1	11,,,pers. pron.	nom. dem.	v. cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:Any	coord.	n.	n. cl.	v.:TM + Patient-vt.  (II)-v.:Any-v.:Any	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:TAM+Agent	coord.	n.	n.	nom. dem.	v. cl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-vt.:Any,pron.	cop.	v. cl.	vi.	conj.	n.	n. cl.	vt.	n.	n. cl.	vi.	conj.	n.	n.	cop.	v. cl.	n.	n. cl.	,1.7,,"Ngämi dagwaeya deyareya a nett de dirängäneya, bunkuttang a guittän be sära torpoll daeya, käza da däddägän. ",					+var. of								+sp. var. of		+fr. var. of			
we-pn040-kurupel2017b-1-8,Däbe sära torpoll ngäna dirngän a gall ik e däzan.,däbe	sära	torpoll	ngäna	d-irngän	a	gall	ik=e	d-ä-zan,that	tail	piece	1SG.NOM	REM-come_out	and	canoe	inside=ALL	REM-3NDUP-put_in,I pulled that tail out and put it in the canoe.,nom. dem.	n.	n.	pron.	vt.	conj.	n.	n.	n. cl.	vt.,we-pn040-kurupel2017b,1,8,kit,								e-all	,,däbe	sära	tärpoll	ngäna	d-irängän	a	gall	ik=e	d-ä-zan,,I pulled that tail out and put it in the canoe.,that.acc	tail	piece	1.sg.nom	come.out.rem.1|2sgA>3sgP	and	canoe	inside		put in.rem.1sgA>3sgP,,4174cfe7-59e2-4746-abe7-0d844a291536,3			1					1	1,,,dem.	n.	n.	pers. pron.	v.:TM + Patient-vi.  (II)	coord.	n.	loc.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (irr),nom. dem.	n.	n.	pron.	vt.	conj.	n.	n.	n. cl.	vt.,1.8,,Däbe sära torpoll ngäna dirngän a gall ik e däzan. ,		+sp. var. of							
we-pn040-kurupel2017b-1-9,"Ngäna nga Sokola bom ada dägag,"" Ibi daolle beyareya, ttongo nett a ako duli dan.""",ngäna	nga	Sokola=bom	ada	d-ä-gag	ibi	da=olle	b-ey-a-r-eya	ttongo	nett=a	ako	duli	da=n,1SG.NOM	IM_FUT	PN=3SG.ACC	like_this	REM-3NDUP-AUX	1NSG.INCL.NOM	MED.DEM=ALL	FUT.1S-DUS-RT_EXT-go-FUT.1DUS	a	net=NOM	also	away	MED.DEM=COP.PRS.SG,"I said to Sokola, ""Let's go over there, there's a net over that way.""",pron.	TAM ptcl.	pn.	pron. cl.	adv.	aux.	pers. pron.	adv.	n. cl.	vi.	indefinite article	n.	n. cl.	adv.	adv.	cop.	v. cl.,we-pn040-kurupel2017b,1,9,kit,			bom-3sg-acc									a-nom				,,ngäna	nga	Sokola=bom	ada	d-ä-g	ibi	da=olle	b-y-a-ibi-eya	ttongo	net=da	ako	duli	da=n,,"I said to Sokola, ""Let's go over there, there's a net over that way.""",1.sg.nom	imminently	female personal name		like this	aux.rem.1|2sgA>3sgP	1.incl.nsg.nom	there=all		go.fut.1duS	a	net		also	away	cop.prs.sgS	,,5afd3eca-fd2b-4be7-86ad-e1b86d352441,1					1	1	4		12	1		1			4	,,,pers. pron.	TAM ptcl.	pn.	pron. cl.	m. dem	v.:TM + Patient-v.:Patient-aux.	pers. pron.	nom. dem.	n. cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:TAM+Agent	indefinite article	n.	n. cl.	disc. ptcl.	adv.	nom. dem.	v. cl.,pron.	TAM ptcl.	pn.	pron. cl.	adv.	aux.	pers. pron.	adv.	n. cl.	vi.	indefinite article	n.	n. cl.	adv.	adv.	cop.	v. cl.,1.9,,"Ngäna nga Sokola bom ada dägag, ""Ibi daolle beyareya, ttongo nett a ako duli dan."" ",											+var. of					
we-pn040-kurupel2017b-1-10,"Deyareya ge ngäna ada ikop gog,"" Täl a ddone dan, ngasekäma nett de ngämaene käza da nonyan.""",d-ey-a-r-eya	ge	ngäna	ada	ikop	g-o-g	täl=a	ddone	da=n	ngasekäma	nett=de	ngämaene	käza=da	n-ony-an,REM-DUS-RT_EXT-go-FUT.1DUS	prox.dem	1SG.NOM	like_this	look	REM-RT_EXT-AUX	bamboo=NOM	NEG	MED.DEM=COP.PRS.SG	POT	net=ACC	1NSG.EXCL.ABL_POSS	crocodile=NOM	REC.SGP-carry-REC.3SGA,"We went, and I saw, ""The bamboo [sticks] are gone, maybe a crocodile carried the net away on us.""",vi.	nom. dem.	pron.	adv.	covi.	aux.	n.	n. cl.	neg. ptcl.	cop.	v. cl.	TAM ptcl.	n.	n. cl.	pers. pron.	n.	n. cl.	vt.,we-pn040-kurupel2017b,1,10,kit,							a-nom						de-acc			da-nom	,,d-y-a-ibi-eya	ge	ngäna	ada	ikop	g-o-g	täl=da	ddone	da=n	ngasekäma	net=de	ngämaene	käza=da	n-ony-an,,"We went, and I saw, ""The bamboo [sticks] are gone, maybe a crocodile carried the net away on us.""",go.rem.1|2duS	this	1.sg.nom	like this	look	aux.rem.1|2sgS	bamboo		not	cop.prs.sgS		maybe	net		1.excl.nsg.abl.poss	crocodile		carry.rec.3sgA>3sgP,,928c0577-f443-4251-9d30-b8c9a6eea9fc,12		1					1		4							1	1,,,v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:TAM+Agent	nom. dem.	pers. pron.	m. dem	covi. & covt.	v.:TM + Patient-vi.:Any-aux.	n.	n. cl.	neg. ptcl.	nom. dem.	v. cl.	TAM ptcl.	n.	n. cl.	pers. pron.	n.	n. cl.	v.:TM + Patient-vt.  (irr)-v.:TAM+Agent,vi.	nom. dem.	pron.	adv.	covi.	aux.	n.	n. cl.	neg. ptcl.	cop.	v. cl.	TAM ptcl.	n.	n. cl.	pers. pron.	n.	n. cl.	vt.,1.10,,"Deyareya ge ngäna ada ikop gog, ""Täl a ddone dan, ngasekäma nett de ngämaene käza da nonyan."" ",												+var. of					
