ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-pn006-dareda2016d-1-1,"Ttongo täräp me, ttongo lla da dagirnän.",ttongo	täräp=me	ttongo	lla=da	d-a-gir-n-än,a	time=LOC	a	man=NOM	REM-RT_EXT-stay-IPFV-REM.3SGS,"Once upon a time, there lived a man.",indefinite article	n.	n. cl.	indefinite article	n.	n. cl.	vi.,we-pn006-dareda2016d,1,1,kit,		me-loc			da-nom	,,ttongo	täräp=me	ttongo	lla=da	d-a-giddoll-ne-än,,"Once upon a time, there lived a man.",a	time		a	man		stay.rem.npfv.3sgS,,61b8e0b5-da4e-48b0-8e0d-efa05e142c4d,1	1		1		1	1,,,indefinite article	n.	n. cl.	indefinite article	n.	n. cl.	v.:TM + Patient-v.:Patient-vi.  (I)-v.:(Aspect)-v.:TAM+Agent,indefinite article	n.	n. cl.	indefinite article	n.	n. cl.	vi.,1.1,,"Ttongo täräp me, ttongo lla da dagirnän. ",
we-pn006-dareda2016d-1-2,Obo bin a Bundae.,obo	bin=a	Bundae,3SG.POSS	name=NOM	PN,His name is Bundae.,pron.	n.	n. cl.	pn.,we-pn006-dareda2016d,1,2,kit,		a-nom	,,obo	bin=da	Bundae,,His name is Bundae.,3.sg.poss	name		male personal name,,fe6da423-ed38-4865-a728-0d66a4b35ef9,		1	,,,pers. pron.	n.	n. cl.	pn.,pron.	n.	n. cl.	pn.,1.2,,Obo bin a Bundae. ,
we-pn006-dareda2016d-1-3,Obo bun a ulle abal daeya.,obo	bun=a	ulle	abal	da=eya,3SG.POSS	head=NOM	big	very	MED.DEM=COP.PST.SG,His head was very big.,pron.	n.	n. cl.	adj.	adj.	cop.	v. cl.,we-pn006-dareda2016d,1,3,kit,		a-nom				,,obo	bun=da	ulle	abal	da=aeya,,His head was very big.,3.sg.poss	head		big	very	cop.pst.sgS	,,84701bee-1d2a-450b-b89a-972fa7728850,		1			4	,,,pers. pron.	n.	n. cl.	mod.	adv.	nom. dem.	v. cl.,pron.	n.	n. cl.	adj.	adj.	cop.	v. cl.,1.3,,Obo bun a ulle abal daeya. ,						+fr. var. of
we-pn006-dareda2016d-1-4,Mälläng ik a ulleulle abal dagaeya.,mälläng	ik=a	ulle~ulle	abal	da=gaeya,nose	inside=NOM	NSG~big	very	MED.DEM=COP.PST.PL,His nostrils were very big.,n.	n.	n. cl.	adj.	adj.	cop.	v. cl.,we-pn006-dareda2016d,1,4,kit,		a-nom				,,mälläng	ik=da	RED~ulle	abal	da=gaeya,,His nostrils were very big.,nose	inside		big.nsg	very	cop.pst.plS	,,ac6c1b2c-efaa-4660-9237-d4aab0065c0a,		1	5		4	,,,n.	loc.	n. cl.	Inflects any categorymod.	adv.	nom. dem.	v. cl.,n.	n.	n. cl.	adj.	adj.	cop.	v. cl.,1.4,,Mälläng ik a ulleulle abal dagaeya. ,			+***			
we-pn006-dareda2016d-1-5,Lla zazer ma mälläll be pätt a kälsre.,lla	za~zer	ma	mälläll	be	pätt=a	kälsre,man	INF~enter	house	size	but	body=NOM	small,"A man could fit inside, but his body was small.",n.	vi.	n.	n.	conj.	n.	n. cl.	mod.,we-pn006-dareda2016d,1,5,kit,						a-nom	,,lla	RED~zan	ma	mälläll	be	pätt=da	kälsäre,,"A man could fit inside, but his body was small.",man	enter	house	size	but	body		small,,7b8b4ba5-cc91-4ef3-b6fe-0d2c80b826e2,	3					1	,,,n.	v.:Anyvi.  (irr)	n.	n.	coord.	n.	n. cl.	mod.,n.	vi.	n.	n.	conj.	n.	n. cl.	mod.,1.5,,Lla zazer ma mälläll be pätt a kälsre.,	+***						+fast speech var. of
we-pn006-dareda2016d-2-1,"Ttongo täräp me, llɨg kälekäle da gotbanegän pa koenmäll e.",ttongo	täräp=me	llɨg	käle~käle=da	g-o-tba-neg-än	pa	koenmäll=e,a	time=LOC	boy	NSG~small=NOM	REM-RT_EXT-plan-3PLS-REM.3PLS	bird	chase=ALL,"One time, little boys planned to chase birds.",indefinite article	n.	n. cl.	n.	adj.	n. cl.	vi.	n.		n. cl.,we-pn006-dareda2016d,2,1,kit,		me-loc			da-nom				e-all,,ttongo	täräp=me	llɨg	RED~kälae=da	g-o-täbatäbe-neg-än	pa	koenmäll=e,,"One time, little boys planned to chase birds.",a	time		boy	small.nsg		plan.rem.3plS	bird	chase	,,7b396e9c-a4dc-499b-9e7a-bbbd2b4bfa50,1	1			5	1				1,,,indefinite article	n.	n. cl.	n.	Inflects any categorymod.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (I)-v.:Plurpersonal-v.:TAM+Agent	n.	vt.	n. cl.,indefinite article	n.	n. cl.	n.	adj.	n. cl.	vi.	n.		n. cl.,2.1,,"Ttongo täräp me, llɨg kälekäle da gotbanegän pa koenmäll e. ",				+***					
we-pn006-dareda2016d-2-2,"Llɨg a oba bägäl a täbäll a dänglläbeyo ada gognegän pa koenmäll e dageya, emaemae pa de dägäddaebeyo.",llɨg=a	oba	bägäl=a	täbäll=a	d-ä-nglläb-eyo	ada	g-o-g-neg-än	pa	koenmäll=e	da=geya	emaemae	pa=de	d-ä-gädd-aeb-eyo,boy=NOM	3NSG.POSS	bow=ACC.CONJ	spear=ACC.CONJ	REM-3NDUP-get-REM.3NSGA	like_this	REM-RT_EXT-AUX-3PLS-REM.3PLS	bird	chase=ALL	MED.DEM=COP.PST.PL	many_different_kinds	bird=ACC	REM-3NDUP-kill-NSG>PL-REM.3NSGA,The boys got their bows and arrows and went to chase birds. They went and killed many different types of birds.,n.	n. cl.	pers. pron.	n.	n. cl.	n.	n. cl.	vt.	adv.	aux.	n.		n. cl.	cop.	v. cl.	adj.	n.	n. cl.	vt.,we-pn006-dareda2016d,2,2,kit,	a-nom			a-acc-conj		a-acc-conj						e-all					de-acc	,,llɨg=da	oba	bägäl=da	tobäll=da	d-ä-ngällbän-eyo	ada	g-o-g-neg-än	pa	koenmäll=e	da=gaeya	emaemae	pa=de	d-ä-gäz-aeb-eyo,,The boys got their bows and arrows and went to chase birds. They went and killed many different types of birds.,boy		3NSG.POSS	bow		arrow		get.pl.rem.3nsgA>3plP	like this	aux.rem.3plS	bird	chase		cop.pst.plS		many different kinds	bird		kill.pl.rem.3nsgA>3plP,,637f8db8-3a70-4eb2-87c0-2f4733b82382,	1	1		1		1	1					1	4					11,,,n.	n. cl.	pers. pron.	n.	n. cl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vi.  (II)-v.:TAM+Agent	m. dem	v.:TM + Patient-vi.:Any-aux.-v.:Plurpersonal-v.:TAM+Agent	n.	vt.	n. cl.	nom. dem.	v. cl.	mod.	n.	n. cl.	v.:TM + Patient-v.:Patient-vt.-vt.:Any-v.:TAM+Agent,n.	n. cl.	pers. pron.	n.	n. cl.	n.	n. cl.	vt.	adv.	aux.	n.		n. cl.	cop.	v. cl.	adj.	n.	n. cl.	vt.,2.2,,"Llɨg a oba bägäl a täbäll a dänglläbeyo ada gognegän pa koenmäll e dageya, emaemae pa de dägäddaebeyo. ",					+sp. var. of									+fr. var. of				
we-pn006-dareda2016d-2-3,Käsre ada gognegän.,käsre	ada	g-o-g-neg-än,then	like_this	REM-RT_EXT-AUX-3PLS-REM.3PLS,Then they went like this.,adv.	adv.	aux.,we-pn006-dareda2016d,2,3,kit,,,käsre	ada	g-o-g-neg-än,,Then they went like this.,then	like this	aux.rem.3plS,,c8bb8ec7-031c-46c8-9d4c-8a6ddf3245ba,,,,adv.	m. dem	v.:TM + Patient-vi.:Any-aux.-v.:Plurpersonal-v.:TAM+Agent,adv.	adv.	aux.,2.3,,Käsre ada gognegän. ,
we-pn006-dareda2016d-2-4,"Bundae bom ikop dägaeyo, bogo gotarnän pollon me.",Bundae=bom	ikop	d-ä-ga-eyo	bogo	g-o-otar-n-än	pollon=me,PN=3SG.ACC	see	REM-3NDUP-AUX-REM.3NSGA	3SG.NOM	REM-RT_EXT-sleep-IPFV-REM.3SGS	bush=LOC,"They saw Bundae, he was sleeping in a small bush.",pn.	pron. cl.	covt.	aux.	pron.	vi.	n.	n. cl.,we-pn006-dareda2016d,2,4,kit,	bom-3sg-acc						me-loc,,Bundae=bom	ikop	d-ä-g-eyo	bogo	g-o-inu-ne-än	pollon=me,,"They saw Bundae, he was sleeping in a small bush.",male personal name		see	aux.rem.3nsgA>3sgP	3.sg.nom	sleep.rem.npfv.3sgS	bush	,,c497c691-c5ce-4a94-bb02-9fe992fbc22d,			1				,,,pn.	pron. cl.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	pers. pron.	v.:TM + Patient-vi.:Any-vi.-v.:(Aspect)-v.:TAM+Agent	n.	n. cl.,pn.	pron. cl.	covt.	aux.	pron.	vi.	n.	n. cl.,2.4,,"Bundae bom ikop dägaeyo, bogo gotarnän pollon me. ",
we-pn006-dareda2016d-2-5,"Angde ikop dägaeyo, llɨg a gotbanegän obo mälläng ik e zazer e.",angde	ikop	d-ä-ga-eyo	llɨg=a	g-o-tba-neg-än	obo	mälläng	ik=e	za~zer=e,when	see	REM-3NDUP-AUX-REM.3NSGA	boy=NOM	REM-RT_EXT-plan-3PLS-REM.3PLS	3SG.POSS	nose	inside=ALL	INF~enter=ALL,"When they saw him, the boys planned to go inside his nose.",conj.	covt.	aux.	n.	n. cl.	vi.	pron.	n.	n.	n. cl.	vi.	n. cl.,we-pn006-dareda2016d,2,5,kit,				a-nom					e-all		e-all,,angde	ikop	d-ä-g-eyo	llɨg=da	g-o-täbatäbe-neg-än	obo	mälläng	ik=e	RED~zan=e,,"When they saw him, the boys planned to go inside his nose.",when	see	aux.rem.3nsgA>3sgP	boy		plan.rem.3plS	3.sg.poss	nose	inside		enter	,,00069453-421f-4948-9381-9d6635ec01df,		1		1					1	3	1,,,adv.	covt.	v.:TM + Patient-v.:Patient-aux.-v.:TAM+Agent	n.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (I)-v.:Plurpersonal-v.:TAM+Agent	pers. pron.	n.	loc.	n. cl.	v.:Anyvi.  (irr)	n. cl.,conj.	covt.	aux.	n.	n. cl.	vi.	pron.	n.	n.	n. cl.	vi.	n. cl.,2.5,,"Angde ikop dägaeyo, llɨg a gotbanegän obo mälläng ik e zazer e. ",										+***	
