ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-sn035-kurupelsuwede2017k-1,Ttoen a ngasnges atta gänyan Llamda Kurupel bäne.,ttoen=a	ngas~nges=att=a	gänya=n	llamda	Kurupel=bäne,story=NOM	INF~happen=ABL=NOM	here=COP.PRS.SG	old_man	PN=3SG.ABL_POSS,This story is about what Old Man Kurupel did.,n.	n. cl.	vi.	n. cl.	n. cl.	n. cl.	cop.	v. cl.	n.	pn.	pron. cl.,we-sn035-kurupelsuwede2017k,1,,kit,	a-nom									bane-3sg-abl-poss,,ttoen=da	RED~ngasnges	=att=da	gänya=n	llamda	Kurupel=bäne,,This story is about what Old Man Kurupel did.,story		INF~happen=abl=nom			cop.here.prs.sgS		old man	male personal name	,,b2b76b91-d347-47dc-90ce-2a973f23eb99,	1	3			1					,,,n.	n. cl.	v.:Anyvt.  (I)		n. cl.	n. cl.	adv. dem.	v. cl.	n.	pn.	pron. cl.,n.	n. cl.	vi.	n. cl.	n. cl.	n. cl.	cop.	v. cl.	n.	pn.	pron. cl.,1,,Ttoen a ngasnges atta gänyan Llamda Kurupel bäne.,		+***								
we-sn035-kurupelsuwede2017k-2-1,"Pazi da 1940 diba ngata me, ttongo lla da kuddäll gogon Malläm ttängäm me.",pazi=da	1940	diba	ngata=me	ttongo	lla=da	kuddäll	g-o-g-on	Malläm	ttängäm=me,year=NOM	loanword	that	spot=LOC	a	man=NOM	die	REM-RT_EXT-AUX-REM.3SGS	toponym	village=LOC,"Sometime around 1940, a man died in Malam village.",n.	n. cl.	pro.	definite article	n.	n. cl.	indefinite article	n.	n. cl.	covi.	aux.	pn.	n.	n. cl.,we-sn035-kurupelsuwede2017k,2,1,kit,	da-nom				me-loc			da-nom					me-loc,,pazi=da	English loanword	diba	ngata=me	ttongo	lla=da	kuddäll	g-o-g-än	Malläm	ttängäm=me,,"Sometime around 1940, a man died in Malam village.",year		loanword	that	spot		a	man		die	aux.rem.3sgS	toponym	village	,,e6d56496-e705-4d83-8c7d-432993453318,	1					1		1					,,,n.	n. cl.	pro.	nom. dem.	n.	n. cl.	indefinite article	n.	n. cl.	covi.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	pn.	n.	n. cl.,n.	n. cl.	pro.	definite article	n.	n. cl.	indefinite article	n.	n. cl.	covi.	aux.	pn.	n.	n. cl.,2.1,,"Pazi da 1940 diba ngata me, ttongo lla da kuddäll gogon Malläm ttängäm me. ",		+dial. var. of											
we-sn035-kurupelsuwede2017k-2-2,Obo bin a Galo.,obo	bin=a	Galo,3SG.POSS	name=NOM	PN,His name was Galo.,pron.	n.	n. cl.	pn.,we-sn035-kurupelsuwede2017k,2,2,kit,		a-nom	,,obo	bin=da	Galo,,His name was Galo.,3.sg.poss	name		male personal name,,cfa59c4a-9c05-4f8c-b9c8-bf6eae823a1b,		1	,,,pers. pron.	n.	n. cl.	pn.,pron.	n.	n. cl.	pn.,2.2,,Obo bin a Galo. ,
we-sn035-kurupelsuwede2017k-2-3,Galo oba baba daeya Erme a Baewa wa Zakae.,Galo	oba	baba	da=eya	Erme	a	Baewa	wa	Zakae,PN	3NSG.POSS	father	MED.DEM=COP.PST.SG	PN	and	PN	and	PN,"Galo was Erme, Baewa, and Zakae's father.",pn.	pers. pron.	n.	cop.	v. cl.	pn.	conj.	pn.	conj.	pn.,we-sn035-kurupelsuwede2017k,2,3,kit,,,Galo	oba	baba	da=aeya	Erme	a	Baewa	a	Zakae,,"Galo was Erme, Baewa, and Zakae's father.",male personal name	3NSG.POSS	father	cop.pst.sgS		male personal name	and	male personal name	and	male personal name,,b52ba567-3249-4bec-86f2-c56f8ae21bb6,	1		4						,,,pn.	pers. pron.	kin.	nom. dem.	v. cl.	pn.	coord.	pn.	coord.	pn.,pn.	pers. pron.	n.	cop.	v. cl.	pn.	conj.	pn.	conj.	pn.,2.3,,Galo oba baba daeya Erme a Baewa wa Zakae. ,				+fr. var. of					
we-sn035-kurupelsuwede2017k-2-4,Yawenang lla deya.,Yawen=ang	lla	da=eya,PN=ATR	man	MED.DEM=COP.PST.SG,He was a Yawenang man.,mod.	cl.	n.	cop.	v. cl.,we-sn035-kurupelsuwede2017k,2,4,kit,,,Yawen=ang	lla	da=aeya,,He was a Yawenang man.,Yawen=atr		man	cop.pst.sgS	,,c81b2506-a8ad-475b-8980-8724ef3b4dc5,			4	,,,pn.	cl.	n.	nom. dem.	v. cl.,mod.	cl.	n.	cop.	v. cl.,2.4,,Yawenang lla deya. ,				+fr. var. of
we-sn035-kurupelsuwede2017k-2-5,Kuddäll gogon Malläm me.,kuddäll	g-o-g-on	Malläm=me,die	REM-RT_EXT-AUX-REM.3SGS	toponym=LOC,He died in Malam.,covi.	aux.	pn.	n. cl.,we-sn035-kurupelsuwede2017k,2,5,kit,			me-loc,,kuddäll	g-o-g-än	Malläm=me,,He died in Malam.,die	aux.rem.3sgS	toponym	,,7f9bd184-3bdb-4feb-864d-919491dbea53,,,,covi.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	pn.	n. cl.,covi.	aux.	pn.	n. cl.,2.5,,Kuddäll gogon Malläm me. ,
we-sn035-kurupelsuwede2017k-3-1,Tämamae lla da Llimoll atta gobällnän do Malläm.,tämamae	lla=da	Llimoll=att=a	g-o-bäll-n-än	do	Malläm,all	man=NOM	toponym=ABL=NOM	REM-RT_EXT-go-IPFV-REM.3PLS	there	toponym,Everyone from Limol went to Malam.,quant.	n.	n. cl.	pn.	n. cl.	n. cl.	n. cl.	vi.	dem.	pn.,we-sn035-kurupelsuwede2017k,3,1,kit,		da-nom							,,tämamae	lla=da	Limoll	=att=da	g-o-ibi-ne-än	do	Malläm,,Everyone from Limol went to Malam.,all	man		Limol=abl=nom			go.pl.rem.dur.3plS	there	toponym,,0f679634-cf47-4a52-891c-767cf91aa970,		1				1	2	1	,,,quant.	n.	n. cl.	pn.		n. cl.	n. cl.	v.:TM + Patient-vi.:Any-vi.-v.:(Aspect)-v.:TAM+Agent	adv. dem.	pn.,quant.	n.	n. cl.	pn.	n. cl.	n. cl.	n. cl.	vi.	dem.	pn.,3.1,,Tämamae lla da Llimoll atta gobällnän do Malläm. ,			+dial. var. of						
we-sn035-kurupelsuwede2017k-3-2,Ge kuddällag me alla ingollang kolloenen allan naeka we.,ge	kuddäll=ag=me	alla=ingoll=ang	kolloe-nen=allan	naeka=we,prox.dem	death=ATR=LOC	how=like=ATR	mix-I.PL=AUX.PRS.1PLS	cry=ALL,"During times of death, we gather together to mourn.",nom. dem.	n.	cl.	n. cl.	adv.	adj.	n. cl.	cl.	vt.	aux.	covt.	n. cl.,we-sn035-kurupelsuwede2017k,3,2,kit,			me-loc						allan-aux-prs-1pl-s		we-all,,ge	kuddäll=ang=me	alla	=ingoll=ang	klloklloe-nen=allan	ngänaeka=e,,"During times of death, we gather together to mourn.",this	death=atr			how	like-atr			mix-pl		cry	,,19c2dfcc-f5e2-4bc2-8aa8-f2cbfde17196,											1,,,nom. dem.	n.	cl.	n. cl.	adv.		n. cl.	cl.	vt.  (V)-v.:Plurpersonal	aux.	covt.	n. cl.,nom. dem.	n.	cl.	n. cl.	adv.	adj.	n. cl.	cl.	vt.	aux.	covt.	n. cl.,3.2,,Ge kuddällag me alla ingollang kolloenen allan naeka we. ,										+fast speech var. of	
we-sn035-kurupelsuwede2017k-3-3,"Ubi goklloeyän Malläm ttängäm e, naeka gognegnän ge, gottamänän.",ubi	g-o-klloe-yän	Malläm	ttängäm=e	naeka	g-o-g-neg-n-än	ge	g-o-ttam-än-än,3NSG.NOM	REM-RT_EXT-gather-REM.3SGS	toponym	place=ALL	cry	REM-RT_EXT-AUX-3PLS-IPFV-REM.3PLS	prox.dem	REM-RT_EXT-finish-II.NPL-REM.3SGS,"They gathered in Malam, mourned together, and finished.",pron.		pn.	n.	n. cl.	covt.	aux.	nom. dem.	vi.,we-sn035-kurupelsuwede2017k,3,3,kit,				e-all				,,ubi	g-o-klloklloe-än	Malläm	ttängäm=e	ngänaeka	g-o-g-neg-ne-än	ge	g-o-ttamän-n-än,,"They gathered in Malam, mourned together, and finished.",3.nsg.nom	gather.rem.3sgS	toponym	place		cry	aux.rem.npfv.3plS	this	finish.rem.3sgS,,e878cd57-b591-476f-be5a-c91acb4ad918,				1				,,,pers. pron.	v.:TM + Patient-vi.:Any-vt.  (V)-v.:TAM+Agent	pn.	n.	n. cl.	covt.	v.:TM + Patient-vi.:Any-aux.-v.:Plurpersonal-v.:(Aspect)-v.:TAM+Agent	nom. dem.	v.:TM + Patient-vi.:Any-vt.  (irr)-v.:Any-v.:TAM+Agent,pron.		pn.	n.	n. cl.	covt.	aux.	nom. dem.	vi.,3.3,,"Ubi goklloeyän Malläm ttängäm e, naeka gognegnän ge, gottamänän.",					+fast speech var. of			
we-sn035-kurupelsuwede2017k-4-1,"Oke, au we abo dibagaeya, auma däkälleyo, Galo bo pätt wanseg e, auma källkäll a gottamänän.",oke	au=we	abo	diba=gaeya	au=ma	d-ä-käll-eyo	Galo=bo	pätt	wanse-g=e	au=ma	käll~käll=a	g-o-ttam-än-än,okay	burial=ALL	then	that=COP.PST.PL	bury=CHAR	REM-3NDUP-dig-REM.3NSGA	PN=3SG.POSS	body	put-III.NPL=ALL	bury=CHAR	INF~dig=NOM	REM-RT_EXT-finish-II.NPL-REM.3SGS,"Okay, then there was the burial. They dug the grave to leave Galo's body. They finished the digging.",interj.	n.	n. cl.	adv.	cop.	v. cl.	n.	cl.	vt.	pn.	pron. cl.	n.		n. cl.	n.	cl.	vt.	n. cl.	vi.,we-sn035-kurupelsuwede2017k,4,1,kit,		we-all								bo-3sg-poss			e-all				a-nom	,,oke	au=e	abo	diba=gaeya	au=ma	d-ä-kɨllkɨll-eyo	Galo=bo	pätt	wanseg-ngg=e	au=ma	RED~kɨllkɨll=da	g-o-ttamän-n-än,,"Okay, then there was the burial. They dug the grave to leave Galo's body. They finished the digging.",okay	burial		then	cop.that.pst.plS		grave		dig.rem.3nsgA>sgP	male personal name		body	leave_alone		grave		INF~dig		finish.rem.3sgS,,92bcfa80-eb89-4e9e-be9b-fd5e497d8217,		1						1				2	1			3	1	,,,interj.	n.	n. cl.	adv.	nom. dem.	v. cl.	covt.	cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:TAM+Agent	pn.	pron. cl.	n.	vt.  (irr)-v.:Any	n. cl.	covt.	cl.	v.:Anyvt.  (I)	n. cl.	v.:TM + Patient-vi.:Any-vt.  (irr)-v.:Any-v.:TAM+Agent,interj.	n.	n. cl.	adv.	cop.	v. cl.	n.	cl.	vt.	pn.	pron. cl.	n.		n. cl.	n.	cl.	vt.	n. cl.	vi.,4.1,,"Oke, au we abo dibagaeya, auma däkälleyo, Galo bo pätt wanseg e, auma källkäll a gottamänän. ",
