ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en
we-pn017-geser2016a-1-1,"Ttongo lla bo bin a Piasorosoro, obo mällada walle deyagirneyo ttongo ttängäm me.",ttongo	lla=bo	bin=a	Piasorosoro	obo	mälla=da=walle	d-ey-a-gir-n-eyo	ttongo	ttängäm=me,one	man=3SG.POSS	name=NOM	PN	3SG.POSS	wife=CL_POSS.KIN=COM	REM-DUS-RT_EXT-live-IPFV-REM.3DUS	one	village=LOC,"There was a man named Piasorosoro, he lived with his wife in a village.",indefinite article	n.	pron. cl.	n.	n. cl.	pn.	pron.	kin.	n. cl.	n. cl.	vi.	indefinite article	n.	n. cl.,we-pn017-geser2016a,1,1,kit,		bo-3sg-poss		a-nom					walle-com				me-loc,,ttongo	lla=bo	bin=da	Piasorosoro	obo	mälla=da=alle	d-y-a-giddoll-ne-eyo	ttongo	ttängäm=me,,"There was a man named Piasorosoro, he lived with his wife in a village.",one	man		name		person's name	3.sg.poss	wife=cl.poss.kin			stay.rem.npfv.3duS	one	village	,,de7c03c2-3bac-4cb2-a26d-40c35e7551b5,1				1				2	1	1	1		,,,num.	n.	pron. cl.	n.	n. cl.	pn.	pers. pron.	kin.	n. cl.	n. cl.	v.:TM + Patient-vi.:Any-v.:Patient-vi.  (I)-v.:(Aspect)-v.:TAM+Agent	num.	n.	n. cl.,indefinite article	n.	pron. cl.	n.	n. cl.	pn.	pron.	kin.	n. cl.	n. cl.	vi.	indefinite article	n.	n. cl.,1.1,,"Ttongo lla bo bin a Piasorosoro, obo mällada walle deyagirneyo ttongo ttängäm me. ",
we-pn017-geser2016a-1-2,"Piasorosoro ada eka gogon, “ Ibi goeg tatäräp e .”",Piasorosoro	ada	eka	g-o-g-on	ibi	goeg	ta~täräp=e,PN	like_this	speak	REM-RT_EXT-AUX-REM.3SGS	1NSG.INCL.NOM	garden	INF~cut=ALL,"Piasorosoro said, ""Let's go to the garden to cut down trees.""",pn.	adv.	v.	aux.	pers. pron.	n.	v.	n. cl.,we-pn017-geser2016a,1,2,kit,							e-all,,Piasorosoro	ada	eka	g-o-g-än	ibi	goeg	RED~tätäräp=e,,"Piasorosoro said, ""Let's go to the garden to cut down trees.""",person's name	like this	speak	aux.rem.3sgS	1.incl.nsg.nom	old garden	inf~cut	,,7d36b0b8-e232-44ce-946e-32a591052d2d,				1		31	1,,,pn.	m. dem	covi. & covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	pers. pron.	n.	v.:Anyvt.  (I)	n. cl.,pn.	adv.	v.	aux.	pers. pron.	n.	v.	n. cl.,1.2,,"Piasorosoro ada eka gogon, “Ibi goeg tatäräp e.” ",						+***	
we-pn017-geser2016a-1-3,"Mälla da ada gogon, “ Ai da, ibi beyareya goeg tatäräp e .”",mälla=da	ada	g-o-g-on	ai	da=0	ibi	b-ey-a-r-eya	goeg	ta~täräp=e,woman=NOM	like_this	REM-RT_EXT-AUX-REM.3SGS	good	MED.DEM=COP.PRS.SG	1NSG.INCL.NOM	FUT.1S-DUS-RT_EXT-go-FUT.1DUS	garden	INF~cut=ALL,"His wife said, ""Okay, we will go to the garden to cut down trees.""",n.	n. cl.	adv.	aux.	adj.	cop.	v. cl.	pers. pron.	vi.	n.	v.	n. cl.,we-pn017-geser2016a,1,3,kit,	da-nom										e-all,,mälla=da	ada	g-o-g-än	ai	da=n	ibi	b-y-a-ibi-eya	goeg	RED~tätäräp=e,,"His wife said, ""Okay, we will go to the garden to cut down trees.""",woman		like this	aux.rem.3sgS	good	cop.prs.sgS		1.incl.nsg.nom	go.fut.1duS	garden	inf~cut	,,b412c60b-4064-4c1e-b947-a37ab77e2d34,	1			1	4		1	12		31	1,,,n.	n. cl.	m. dem	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	mod.	nom. dem.	v. cl.	pers. pron.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:TAM+Agent	n.	v.:Anyvt.  (I)	n. cl.,n.	n. cl.	adv.	aux.	adj.	cop.	v. cl.	pers. pron.	vi.	n.	v.	n. cl.,1.3,,"Mälla da ada gogon, “Ai da, ibi beyareya goeg tatäräp e.” ",						+fr. var. of				+***	
we-pn017-geser2016a-1-4,Kumuddäga sande dagirnän däbe goeg a.,kumuddäga	sande	d-a-gir-n-än	däbe	goeg=a,three	week	REM-RT_EXT-stay-IPFV-REM.3SGS	that	garden=NOM,The new gargen laid for three weeks (to dry up).,num.	n.	vi.	nom. dem.	n.	n. cl.,we-pn017-geser2016a,1,4,kit,					a-nom,,kumuddäga	sande	d-a-giddoll-ne-än	däbe	goeg=da,,The new gargen laid for three weeks (to dry up).,three	week	stay.rem.npfv.3sgS	that.nom	garden	,,96716143-2ae2-436a-8d91-3934b753069e,		1	3		1,,,num.	n.	v.:TM + Patient-v.:Patient-vi.  (I)-v.:(Aspect)-v.:TAM+Agent	dem.	n.	n. cl.,num.	n.	vi.	nom. dem.	n.	n. cl.,1.4,,Kumuddäga sande dagirnän däbe goeg a. ,
we-pn017-geser2016a-1-5,"Piasorosoro ada eka gogon, “ Ibi sisri mɨnyi goeg de baempononggeya .”",Piasorosoro	ada	eka	g-o-g-on	ibi	sisri	mɨnyi	goeg=de	b-a-emponongg-eya,PN	like_this	speak	REM-RT_EXT-AUX-REM.3SGS	1NSG.INCL.NOM	now	FUT	garden=ACC	FUT.1A-RT_EXT-burn-FUT.NSGA,"Piasorosoro said, ""We will now burn the new garden.”",pn.	adv.	v.	aux.	pers. pron.	adv.	TAM ptcl.	n.	n. cl.	vt.,we-pn017-geser2016a,1,5,kit,								de-acc	,,Piasorosoro	ada	eka	g-o-g-än	ibi	sisri	mɨnyi	goeg=de	b-a-penongg-eya,,"Piasorosoro said, ""We will now burn the new garden.”",person's name	like this	speak	aux.rem.3sgS	1.incl.nsg.nom	now	FUT	garden		burn.fut.1nsgA>sgP,,87a0eaf1-2036-497c-b65b-c765a9e75e60,				1					1,,,pn.	m. dem	covi. & covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	pers. pron.	adv.	TAM ptcl.	n.	n. cl.	v.:TM + Patient-v.:Patient-vi.  (III)-v.:TAM+Agent,pn.	adv.	v.	aux.	pers. pron.	adv.	TAM ptcl.	n.	n. cl.	vt.,1.5,,"Piasorosoro ada eka gogon, “Ibi sisri mɨnyi goeg de baempononggeya.” ",
we-pn017-geser2016a-1-6,"Mälla da ada eka gogon,"" Ai dan.""/",mälla=da	ada	eka	g-o-g-on	ai	da=n,woman=NOM	like_this	speak	REM-RT_EXT-AUX-REM.3SGS	good	MED.DEM=COP.PRS.SG,"His wife said, ""All right.""",n.	n. cl.	adv.	v.	aux.	adj.	cop.	v. cl.,we-pn017-geser2016a,1,6,kit,	da-nom						,,mälla=da	ada	eka	g-o-g-än	ai	da=n,,"His wife said, ""All right.""",woman		like this	speak	aux.rem.3sgS	good	cop.prs.sgS	,,da785533-3b41-4083-9ac1-4dbbec92a0d5,	1				1	4	,,,n.	n. cl.	m. dem	covi. & covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	mod.	nom. dem.	v. cl.,n.	n. cl.	adv.	v.	aux.	adj.	cop.	v. cl.,1.6,,"Mälla da ada eka gogon, ""Ai dan.""/",
we-pn017-geser2016a-1-7,"Bogo gullbe da obo alläp a, banggu da, a pite da dänglläbän, däbe abo deyareyo ttängäm e.",bogo	gullbe=da	obo	alläp=a	banggu=da	a	pite=da	d-ä-nglläb-än	däbe	abo	d-ey-a-r-eyo	ttängäm=e,3SG.NOM	husband=NOM	3SG.POSS	kundu_drum=ACC.CONJ	headdress=ACC.CONJ	and	grass_skirt=ACC.CONJ	REM-3NDUP-get-REM.3SGA	that	then	REM-DUS-RT_EXT-go-REM.3DUS	garden=ALL,"The husband got his kundu drum, headdress, and grass skirt, so he got those and they went to the garden.",pron.	n.	n. cl.	pron.	n.	n. cl.	n.	n. cl.	conj.	n.	n. cl.	vt.	nom. dem.	adv.	vi.	n.	n. cl.,we-pn017-geser2016a,1,7,kit,		da-nom			a-acc-conj		da-acc-conj			da-acc-conj						e-all,,bogo	gullbe=da	obo	alläp=da	banggu=da	a	pite=da	d-ä-ngällbän-än	däbe	abo	d-y-a-ibi-eyo	ttängäm=e,,"The husband got his kundu drum, headdress, and grass skirt, so he got those and they went to the garden.",3.sg.nom	husband		3.sg.poss	drum		headdress		and	grass skirt		get.pl.rem.3sgA>3plP	DEM	then	go.rem.3duS	garden	,,7fa16c7e-ba19-4ac2-9005-41586aab3530,		1			1		1		1	1	1	3		12		1,,,pers. pron.	kin.	n. cl.	pers. pron.	n.	n. cl.	n.	n. cl.	coord.	n.	n. cl.	v.:TM + Patient-v.:Patient-vi.  (II)-vt.:Any	dem.	adv.	v.:TM + Patient-vi.:Any-v.:Patient-vi.-v.:TAM+Agent	n.	n. cl.,pron.	n.	n. cl.	pron.	n.	n. cl.	n.	n. cl.	conj.	n.	n. cl.	vt.	nom. dem.	adv.	vi.	n.	n. cl.,1.7,,"Bogo gullbe da obo alläp a, banggu da, a pite da dänglläbän, däbe abo deyareyo ttängäm e. ",
we-pn017-geser2016a-1-8,Bogo ttängäm amne we gozenän.,bogo	ttängäm	amne=we	g-o-zen-än,3SG.NOM	garden	center=ALL	REM-RT_EXT-enter-REM.3SGS,He entered the center of the garden.,pron.	n.	n.	n. cl.	vi.,we-pn017-geser2016a,1,8,kit,			we-all	,,bogo	ttängäm	amne=e	g-o-zan-än,,He entered the center of the garden.,3.sg.nom	garden	center		enter.rem.3sgS,,c3519741-2c86-4a07-a4bb-c373a9cd06ca,			1	,,,pers. pron.	n.	loc.	n. cl.	v.:TM + Patient-vi.:Any-vi.  (irr)-v.:TAM+Agent,pron.	n.	n.	n. cl.	vi.,1.8,,Bogo ttängäm amne we gozenän. ,
we-pn017-geser2016a-1-9,"Mälla ause bom ada eka dägagän, “ Bongo polle ddäg me nagirne, ngäna do amne we balle .”",mälla	ause=bom	ada	eka	d-ä-gag-än	bongo	polle	ddäg=me	n-a-gir-ne	ngäna	do	amne=we	b-a-lle,woman	old_woman=3SG.ACC	like_this	speak	REM-3NDUP-AUX-REM.3SGA	2SG.NOM	fence	outside=LOC	FUT.2>3-RT_EXT-stay-IPFV	1SG.NOM	there	center=ALL	FUT.1S-RT_EXT-go,"He told the old woman, ""Stay outside the fence, I will go into the center.""",n.	n.	pron. cl.	adv.	v.	aux.	pron.	n.	n.	n. cl.	vi.	pron.	dem.	n.	n. cl.	vi.,we-pn017-geser2016a,1,9,kit,		bom-3sg-acc							me-loc					we-all	,,mälla	ause=bom	ada	eka	d-ä-g-än	bongo	polle	ddäg=me	n-a-giddoll-ne	ngäna	do	amne=e	b-a-ibi,,"He told the old woman, ""Stay outside the fence, I will go into the center.""",woman	old woman		like this	speak	aux.rem.3sgA>3sgP	2.sg.nom	fence	outside		stay.imp.npfv.2sgS	1.sg.nom	there	center		go.fut.1sgS,,f7b7b5fd-9ed3-410e-9bae-c57f3cf62bd4,					1					11	1	1		1	12,,,n.	n.	pron. cl.	m. dem	covi. & covt.	v.:TM + Patient-v.:Patient-aux.-vt.:Any	pers. pron.	n.	loc.	n. cl.	v.:TM + Patient-v.:Patient-vi.  (I)-v.:(Aspect)	pers. pron.	adv. dem.	loc.	n. cl.	v.:TM + Patient-v.:Patient-vi.,n.	n.	pron. cl.	adv.	v.	aux.	pron.	n.	n.	n. cl.	vi.	pron.	dem.	n.	n. cl.	vi.,1.9,,"Mälla ause bom ada eka dägagän, “Bongo polle ddäg me nagirne, ngäna do amne we balle.” ",
we-pn017-geser2016a-1-10,"Ause da bom däntäbemenyän, “ Abo bongo goeg de naemponomeny ada nättemän.",ause=da=bom	d-ä-ntäbemeny-än	abo	bongo	goeg=de	n-a-empono-meny	ada	n-ä-ttemän,old_woman=CL_POSS.KIN=3SG.ACC	REM-3NDUP-instruct-REM.3SGA	NEC	2SG.NOM	garden=ACC	FUT.2>3-RT_EXT-burn-III.PL	COMP	FUT.2>3-3NDUP-finish,"He instructed her, ""You must burn the garden until you finish it.",n.	n. cl.	pron. cl.	vt.	TAM ptcl.	pron.	n.	n. cl.	vt.	comp.	vt.,we-pn017-geser2016a,1,10,kit,	da-cl-poss-kin	bom-3sg-acc					de-acc			,,ause=da=bom	d-ä-tämbameny-än	abo	bongo	goeg=de	n-a-penongg-meny	ada	n-ä-ttamän,,"He instructed her, ""You must burn the garden until you finish it.",old woman			instruct.rem.3sgA>3sgP	must	2.sg.nom	garden		burn.imp.2sgA>sgP	COMP	finish.imp.2sgA>3sgP,,935bbed0-5a4b-4c5d-a6aa-2aa9dfeb088e,	2		1					112		11,,,n.	n. cl.	pron. cl.	v.:TM + Patient-v.:Patient-vt.  (III)-vt.:Any	TAM ptcl.	pers. pron.	n.	n. cl.	v.:TM + Patient-v.:Patient-vi.  (III)-v.:Any	comp.	v.:TM + Patient-v.:Patient-vt.  (irr),n.	n. cl.	pron. cl.	vt.	TAM ptcl.	pron.	n.	n. cl.	vt.	comp.	vt.,1.10,,"Ause da bom däntäbemenyän, “Abo bongo goeg de naemponomeny ada nättemän. ",
